R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,Dz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,200,80,0,0,0,0,7,75,10,10.0,16.0,0.001,0.003,0.03
sysTime,aRawR,aRawP,aPT2R,aPT2P,aKFRawR,aKFRawP,aKFPT20R,aKFPT20P,aKFPT21R,aKFPT21P
324.327,-4.451,44.804,-0.203,-1.884,-10.645,-10.913,-11.321,-5.659,-10.273,-3.824
324.337,10.252,-56.477,-0.452,-1.046,-10.871,-11.092,-11.705,-6.159,-10.604,-4.256
324.347,24.456,55.261,-0.242,-1.405,-11.009,-10.911,-12.305,-6.680,-10.990,-4.717
324.358,-22.319,27.575,-0.511,-0.083,-11.424,-10.942,-12.593,-7.214,-11.363,-5.181
324.368,34.482,-43.712,-0.830,0.497,-11.782,-12.544,-13.386,-7.722,-11.821,-5.621
324.378,-8.400,29.946,-0.525,0.785,-11.803,-13.184,-13.900,-8.211,-12.315,-6.068
324.389,-13.050,-72.041,-0.740,1.054,-12.342,-14.129,-14.556,-8.661,-12.823,-6.513
324.399,26.494,61.133,-0.686,0.803,-12.428,-13.690,-15.201,-9.057,-13.367,-6.951
324.409,-4.706,-20.950,-0.461,1.467,-12.861,-13.955,-15.671,-9.332,-13.886,-7.349
324.419,0.572,-32.922,-0.362,0.991,-13.695,-14.781,-16.411,-9.589,-14.436,-7.724
324.430,-9.312,45.188,-0.472,1.334,-14.317,-14.167,-16.784,-9.879,-14.977,-8.082
324.440,25.786,-57.897,-0.427,1.809,-14.903,-14.298,-17.341,-9.895,-15.493,-8.362
324.450,-71.209,18.814,-0.262,1.288,-16.390,-14.872,-17.966,-9.994,-16.062,-8.619
324.461,32.469,19.316,-0.514,1.620,-16.332,-15.224,-18.317,-10.055,-16.560,-8.824
324.471,33.969,-47.861,0.762,1.775,-15.862,-15.516,-18.874,-9.958,-17.049,-8.969
324.481,-32.845,7.288,1.086,1.568,-16.365,-15.229,-19.064,-9.838,-17.449,-9.048
324.491,66.090,-3.176,1.411,1.490,-15.536,-14.901,-19.463,-9.696,-17.826,-9.085
324.502,-11.576,15.515,1.780,1.539,-15.520,-14.991,-19.361,-9.360,-18.114,-9.061
324.512,8.686,-37.674,1.596,1.892,-15.925,-14.781,-19.449,-9.115,-18.319,-8.968
324.522,-45.693,-0.764,1.362,1.294,-16.685,-14.542,-19.413,-8.752,-18.525,-8.838
324.532,50.568,10.203,1.537,1.365,-16.553,-14.007,-19.315,-8.476,-18.622,-8.660
324.543,-52.048,13.420,2.240,1.452,-16.104,-13.244,-18.800,-8.039,-18.600,-8.438
324.555,-17.294,28.277,1.548,1.898,-15.874,-12.489,-18.149,-7.607,-18.318,-8.051
324.567,32.392,25.192,1.236,2.357,-14.180,-12.268,-17.483,-7.146,-17.900,-7.614
324.578,8.674,-16.415,1.422,1.699,-14.062,-12.600,-16.763,-6.610,-17.378,-7.191
324.590,-52.171,21.622,0.432,0.676,-13.977,-11.645,-15.574,-6.044,-16.729,-6.782
324.601,2.373,1.230,-1.392,0.039,-12.974,-11.107,-14.565,-5.410,-16.026,-6.360
324.612,25.979,-56.141,-1.912,-1.203,-12.072,-11.068,-13.822,-4.942,-15.308,-5.959
324.624,-61.500,-24.703,-3.137,-2.579,-12.060,-10.591,-12.528,-4.504,-14.542,-5.613
324.635,-32.071,-5.345,-5.096,-3.044,-10.580,-10.247,-11.278,-4.099,-13.711,-5.277
324.646,87.322,2.623,-5.589,-2.892,-7.265,-8.455,-10.431,-3.763,-12.885,-4.939
324.659,29.719,2.124,-4.910,-1.961,-5.447,-7.223,-9.380,-3.427,-11.959,-4.538
324.671,-21.004,31.565,-4.088,-0.278,-4.443,-5.928,-8.220,-3.058,-10.950,-4.070
324.682,-7.800,67.886,-3.232,2.253,-3.379,-4.492,-6.886,-2.479,-9.833,-3.481
324.695,-15.767,62.979,-2.300,5.478,-2.520,-3.045,-5.587,-1.737,-8.609,-2.730
324.706,14.213,58.689,-1.023,8.249,-1.111,-1.867,-4.269,-0.937,-7.310,-1.858
324.718,44.049,36.480,0.461,10.229,0.360,-1.114,-2.962,0.042,-5.956,-0.887
324.730,40.964,41.037,2.521,11.164,2.163,-0.271,-1.629,1.004,-4.513,0.121
324.742,4.830,51.774,4.804,11.650,3.767,0.802,-0.171,1.951,-2.945,1.125
324.755,-58.809,11.551,6.564,11.822,4.702,1.290,1.342,2.737,-1.342,2.065
324.767,-54.553,10.001,7.529,11.604,5.610,1.636,2.833,3.439,0.281,2.923
324.779,-65.868,6.774,7.341,11.172,6.403,2.121,4.385,4.186,1.892,3.727
324.791,-61.534,4.441,5.450,10.695,6.441,2.635,5.831,4.939,3.381,4.464
324.803,-58.331,6.480,2.260,10.369,6.078,3.343,7.044,5.590,4.613,5.129
324.815,-54.805,-4.002,-1.102,10.176,6.235,3.584,7.972,6.099,5.588,5.739
324.826,-40.812,-28.159,-3.850,9.848,6.413,3.596,8.640,6.565,6.345,6.296
324.838,-23.372,-52.146,-5.928,9.321,6.770,3.219,9.117,6.871,6.912,6.757
324.849,-15.045,-64.312,-7.617,8.191,7.093,2.496,9.491,7.077,7.341,7.107
324.861,-24.856,-31.459,-8.892,7.450,7.485,2.432,9.829,7.243,7.675,7.366
324.873,-4.689,-43.659,-9.908,7.043,7.963,2.092,9.971,7.477,7.926,7.591
324.884,23.923,-33.550,-10.351,6.041,8.883,1.629,10.163,7.639,8.125,7.764
324.896,49.190,-12.667,-9.753,4.760,10.257,1.318,10.203,7.628,8.310,7.842
324.907,51.230,7.765,-7.840,3.724,12.022,1.207,10.323,7.403,8.540,7.785
324.919,40.381,20.182,-5.515,3.227,12.653,1.213,10.405,7.058,8.817,7.608
324.930,23.143,30.654,-3.165,3.250,12.381,0.853,10.636,6.721,9.189,7.366
324.942,4.454,29.890,-1.128,4.028,12.794,0.825,10.997,6.381,9.653,7.109
324.954,0.206,-10.229,0.087,4.923,13.032,0.299,11.452,6.107,10.211,6.869
324.964,-6.308,-0.938,0.624,5.131,13.801,-0.158,11.889,6.055,10.704,6.720
324.975,-59.552,6.550,0.553,5.113,13.788,-0.248,12.392,5.872,11.193,6.565
324.985,-52.062,30.624,-0.349,5.083,12.963,-0.072,12.657,5.675,11.617,6.396
324.995,14.927,59.016,-0.796,5.521,13.464,0.750,12.717,5.380,11.923,6.215
325.006,25.248,32.283,-0.640,6.496,13.536,1.070,12.737,5.282,12.162,6.072
325.016,-13.906,-39.491,-0.295,7.272,13.309,1.151,12.673,5.462,12.327,6.015
325.026,-33.496,-50.031,-0.409,7.020,12.496,0.106,12.452,5.607,12.398,6.003
325.036,47.581,3.527,-0.607,6.407,12.615,-0.240,12.164,5.823,12.382,6.024
325.046,49.434,-8.143,-0.007,5.864,12.762,0.032,11.858,6.126,12.314,6.073
325.056,-15.160,-47.078,0.916,5.030,12.385,-0.155,11.528,6.471,12.227,6.158
325.066,-56.778,-0.876,0.759,4.323,10.967,0.409,11.410,6.737,12.116,6.260
325.077,-28.111,41.207,-0.221,4.119,10.607,0.851,11.507,6.758,11.994,6.351
325.087,-20.385,33.238,-1.393,4.624,9.925,1.726,11.368,6.827,11.840,6.447
325.097,39.945,-49.465,-2.273,4.898,10.261,0.859,10.890,6.988,11.590,6.572
325.107,58.140,-18.782,-2.225,4.378,10.676,0.542,10.380,7.129,11.284,6.693
325.117,6.763,9.473,-1.486,3.810,10.318,0.700,10.324,7.251,11.018,6.781
325.127,-40.213,-16.767,-1.265,3.300,10.034,0.836,10.185,7.386,10.803,6.860
325.137,-77.120,-1.204,-1.956,2.532,8.726,0.817,10.127,7.332,10.585,6.890
325.148,-14.452,53.570,-3.080,2.339,7.992,1.518,9.874,7.032,10.340,6.847
325.158,34.841,29.158,-3.818,2.963,8.224,1.798,9.628,6.721,10.063,6.753
325.168,26.362,-50.332,-3.837,3.588,8.373,1.532,9.237,6.633,9.764,6.687
325.178,11.538,-70.726,-3.618,2.975,8.332,0.293,8.860,6.660,9.457,6.616
325.189,19.767,0.974,-3.163,1.778,8.307,0.270,8.687,6.647,9.191,6.524
325.199,7.030,15.533,-2.449,0.981,7.820,0.251,8.525,6.458,8.984,6.378
325.209,-79.468,5.358,-2.231,0.640,6.487,0.433,8.337,6.176,8.799,6.189
325.221,28.954,-22.722,-2.831,0.445,5.623,0.343,8.223,5.806,8.541,5.900
325.234,16.277,-3.107,-3.056,-0.193,4.467,-0.661,7.819,5.434,8.232,5.574
325.245,-15.391,-5.233,-2.819,-1.004,4.720,-1.608,7.372,5.063,7.902,5.208
325.256,-30.788,-31.980,-2.731,-1.656,4.565,-2.087,7.024,4.671,7.572,4.813
325.268,-34.266,-35.979,-2.923,-2.153,4.023,-2.252,6.681,4.209,7.253,4.392
325.280,8.806,-77.554,-3.302,-2.045,3.898,-2.319,6.335,3.981,6.931,4.013
325.292,7.554,-82.372,-3.288,-3.106,3.593,-3.681,5.690,3.803,6.537,3.679
325.304,-17.251,-72.309,-2.848,-5.526,2.712,-5.041,5.127,3.464,6.091,3.263
325.314,53.646,-15.016,-2.117,-7.234,3.436,-5.234,4.619,3.143,5.768,2.887
325.324,35.760,-4.071,-0.533,-8.182,3.062,-5.080,4.161,2.676,5.456,2.460
325.334,-30.609,-50.938,0.772,-8.914,2.410,-5.816,3.769,2.246,5.176,2.013
325.344,-39.025,22.976,1.165,-9.542,1.049,-5.494,3.470,1.795,4.904,1.550
325.356,-20.803,22.374,0.976,-8.881,0.340,-5.307,3.108,1.120,4.546,0.946
325.368,-1.652,18.967,0.400,-7.549,-0.018,-5.084,2.688,0.617,4.123,0.435
325.379,6.570,9.843,-0.165,-6.411,-0.831,-5.231,2.104,0.275,3.628,0.035
325.391,1.154,-43.741,-0.581,-5.675,-1.590,-5.911,1.421,0.034,3.060,-0.271
325.402,-1.448,-63.654,-0.836,-6.141,-2.204,-6.884,0.659,-0.078,2.425,-0.527
325.414,12.500,-73.494,-0.834,-7.427,-2.559,-7.642,-0.134,-0.125,1.756,-0.753
325.425,19.985,-62.719,-0.507,-8.926,-2.733,-8.118,-0.832,-0.301,1.068,-1.015
325.436,41.606,-43.475,0.487,-10.382,-2.123,-8.870,-1.558,-0.587,0.402,-1.323
325.448,64.943,15.790,1.797,-10.718,-1.587,-8.612,-1.919,-0.912,-0.141,-1.633
325.459,48.428,25.869,3.405,-9.792,-0.617,-7.360,-2.044,-1.174,-0.541,-1.898
325.471,7.635,9.588,4.069,-8.639,-1.017,-6.547,-2.131,-1.271,-0.840,-2.075
325.482,-31.965,-35.221,3.683,-7.968,-1.783,-6.490,-2.181,-1.442,-1.072,-2.192
325.494,-21.886,-60.415,2.740,-7.865,-2.643,-6.869,-2.368,-1.595,-1.321,-2.288
325.506,39.970,12.694,2.057,-7.555,-2.350,-6.208,-2.514,-1.818,-1.589,-2.389
325.517,9.689,37.354,1.878,-6.126,-2.089,-5.842,-2.414,-1.903,-1.796,-2.440
325.529,-6.314,21.089,1.537,-4.349,-2.378,-5.502,-2.522,-1.916,-1.965,-2.404
325.540,12.082,-35.888,1.122,-3.025,-2.479,-6.263,-2.935,-1.661,-2.182,-2.263
325.552,32.310,-32.497,1.207,-2.883,-2.734,-6.551,-3.368,-1.431,-2.474,-2.048
325.562,-9.500,5.889,1.655,-3.479,-2.866,-5.950,-3.417,-1.116,-2.700,-1.865
325.572,-13.463,37.113,1.327,-2.656,-3.054,-5.473,-3.408,-0.910,-2.841,-1.641
325.583,34.111,-55.706,1.021,-2.242,-3.021,-5.705,-3.736,-0.517,-3.046,-1.370
325.593,-17.192,28.008,0.802,-1.427,-3.257,-4.905,-3.606,-0.030,-3.203,-1.024
325.603,-6.309,-58.555,-0.423,-0.502,-4.412,-4.750,-3.734,0.575,-3.350,-0.603
325.613,6.421,-16.926,-0.669,-0.026,-4.117,-4.031,-3.943,1.244,-3.540,-0.111
325.623,-35.771,36.800,-1.672,0.597,-4.314,-2.862,-3.896,1.913,-3.700,0.446
325.634,39.063,-46.704,-2.423,1.221,-3.902,-2.579,-4.183,2.698,-3.911,1.060
325.644,-23.859,37.732,-2.872,1.818,-4.136,-1.416,-4.209,3.588,-4.098,1.765
325.654,47.661,-42.072,-3.897,2.489,-4.166,-1.015,-4.383,4.416,-4.291,2.507
325.664,-15.885,13.688,-3.778,2.930,-4.828,0.115,-4.492,5.354,-4.482,3.311
325.674,69.985,-1.764,-4.528,3.372,-4.203,1.107,-4.544,6.242,-4.643,4.147
325.684,9.878,-18.255,-3.982,3.235,-3.830,2.189,-4.655,7.238,-4.785,5.013
325.694,-25.968,44.076,-3.883,3.314,-3.924,3.642,-4.539,8.113,-4.850,5.889
325.707,5.205,-43.006,-3.226,2.613,-3.474,4.057,-4.518,9.234,-4.883,6.921
325.719,32.740,-56.630,-2.044,1.002,-2.657,4.329,-4.125,10.302,-4.768,7.907
325.731,33.000,6.446,-0.447,-0.403,-2.852,4.974,-3.670,11.020,-4.474,8.729
325.742,-29.511,-46.445,0.742,-1.298,-3.374,5.125,-3.092,11.448,-4.058,9.371
325.753,-3.320,11.508,0.642,-2.257,-3.393,5.312,-2.620,11.557,-3.603,9.818
325.764,-44.505,38.431,0.504,-2.157,-3.211,6.113,-2.181,11.415,-3.164,10.117
325.774,52.375,-11.561,0.298,-1.990,-1.689,6.230,-1.815,11.228,-2.757,10.272
325.785,-38.396,-25.553,0.414,-3.027,-1.725,6.108,-1.362,10.799,-2.338,10.261
325.796,22.768,41.194,-0.075,-2.267,-1.516,5.999,-1.041,10.109,-1.952,10.113
325.807,-48.997,-39.521,-0.151,-1.444,-2.764,4.822,-0.577,9.413,-1.562,9.837
325.818,-21.813,52.939,-1.431,-1.045,-2.696,4.969,-0.113,8.539,-1.196,9.432
325.829,37.523,-44.654,-0.956,-0.647,-1.900,3.693,0.119,7.665,-0.842,8.896
325.839,-37.282,4.908,-0.166,-2.198,-1.900,2.363,0.419,6.681,-0.483,8.181
325.850,-16.540,21.279,-0.641,-1.735,-1.299,1.385,0.854,5.546,-0.136,7.353
325.861,23.113,-35.615,-0.892,-1.953,-0.337,-0.206,0.506,4.245,0.075,6.414
325.872,33.351,47.368,0.199,-2.638,1.024,-0.714,0.505,2.875,0.219,5.324
325.883,-20.174,7.187,0.394,-2.095,1.797,-1.586,0.839,1.747,0.400,4.212
325.894,21.830,-68.215,0.257,-1.971,2.487,-3.873,0.764,0.523,0.523,3.090
325.905,59.618,29.097,1.352,-1.773,3.615,-4.482,0.804,-0.710,0.649,1.945
325.916,-9.965,9.334,2.134,-1.033,3.845,-4.840,1.116,-1.561,0.843,0.880
325.926,-23.364,-9.149,1.584,-0.848,3.811,-5.393,1.292,-2.392,1.032,-0.090
325.937,27.771,61.408,0.747,-0.624,4.156,-4.758,1.106,-3.270,1.107,-1.017
325.948,54.085,0.685,0.654,-0.287,4.953,-5.052,1.099,-3.904,1.130,-1.896
325.960,31.221,-6.178,1.307,-0.243,5.291,-4.993,1.103,-4.455,1.168,-2.664
325.971,34.171,-10.626,1.952,-0.282,5.004,-5.326,1.110,-4.849,1.214,-3.342
325.982,-42.721,4.979,1.984,-0.214,3.842,-5.407,1.150,-5.214,1.254,-3.910
325.993,-57.373,4.868,1.152,0.005,3.170,-5.434,1.196,-5.409,1.259,-4.347
326.004,56.388,11.181,0.808,0.384,4.216,-5.417,0.977,-5.675,1.204,-4.706
326.014,72.346,5.295,1.825,0.741,4.509,-5.410,0.806,-5.882,1.146,-5.001
326.026,15.907,-15.907,2.532,0.893,4.522,-5.544,1.079,-5.845,1.168,-5.234
326.037,-44.049,-11.640,1.627,0.723,3.402,-5.494,1.246,-5.879,1.219,-5.407
326.048,-49.381,-10.033,-1.023,0.259,2.525,-5.678,1.268,-6.017,1.173,-5.549
326.059,-42.141,16.660,-3.141,0.133,2.421,-4.987,0.969,-6.200,0.983,-5.704
326.070,56.489,30.512,-3.860,0.442,3.006,-4.998,0.537,-6.442,0.712,-5.857
326.081,46.752,-1.643,-2.931,0.840,4.000,-4.822,0.350,-6.439,0.464,-5.975
326.092,-6.707,-44.357,-2.297,0.581,3.554,-4.988,0.102,-6.460,0.252,-6.079
326.103,-26.364,-40.462,-2.170,0.066,2.889,-5.211,-0.086,-6.495,0.069,-6.178
326.114,-45.699,20.372,-2.222,-0.078,2.231,-4.751,-0.333,-6.681,-0.135,-6.287
326.126,-33.011,41.852,-2.359,0.730,1.499,-4.199,-0.745,-6.727,-0.384,-6.375
326.137,-17.047,44.331,-2.551,2.261,0.837,-3.633,-1.068,-6.618,-0.672,-6.362
326.149,-15.407,37.918,-2.742,4.350,0.461,-2.935,-1.383,-6.243,-0.977,-6.176
326.160,22.180,25.006,-2.239,5.660,0.695,-2.991,-2.061,-5.678,-1.340,-5.815
326.171,46.654,23.355,-0.476,6.335,0.943,-3.139,-2.817,-5.090,-1.729,-5.366
326.183,57.178,-32.299,1.296,6.262,0.621,-3.658,-3.451,-4.368,-2.109,-4.848
326.194,14.819,-71.046,2.882,4.777,0.365,-4.659,-3.836,-3.619,-2.445,-4.318
326.205,-16.966,-72.885,3.591,2.682,-0.131,-4.797,-4.020,-2.853,-2.723,-3.826
326.216,-10.018,-63.295,3.883,1.109,-0.776,-5.056,-4.228,-2.377,-2.972,-3.393
326.228,-8.426,76.127,4.310,0.700,-1.344,-3.669,-4.365,-2.094,-3.193,-3.012
326.239,-10.209,52.930,4.589,1.047,-2.078,-3.000,-4.193,-1.859,-3.325,-2.656
326.250,-20.264,37.495,4.732,1.614,-2.424,-2.328,-4.131,-1.516,-3.397,-2.290
326.262,13.201,35.269,4.786,2.342,-2.479,-2.397,-4.311,-1.236,-3.440,-1.923
326.273,36.585,35.735,5.401,2.791,-1.905,-2.882,-4.378,-1.085,-3.492,-1.585
326.284,31.144,16.657,6.199,3.108,-1.946,-3.516,-4.185,-0.801,-3.463,-1.269
326.296,-0.952,-33.520,6.193,2.858,-2.802,-3.495,-3.809,-0.411,-3.347,-0.952
326.307,2.915,-54.144,5.226,1.597,-3.659,-3.882,-3.519,-0.150,-3.203,-0.679
326.318,35.005,-49.439,4.460,-0.927,-3.589,-4.800,-3.376,-0.022,-3.085,-0.527
326.330,25.903,-62.666,4.127,-3.439,-3.682,-5.660,-3.276,0.043,-2.987,-0.507
326.341,-15.556,-74.454,3.753,-6.154,-3.609,-6.897,-3.053,-0.037,-2.887,-0.618
326.352,-44.107,-42.244,2.898,-8.155,-3.937,-6.914,-2.736,-0.291,-2.766,-0.846
326.363,-36.955,-42.154,0.813,-9.973,-4.724,-7.095,-2.348,-0.593,-2.664,-1.159
326.375,16.891,-64.847,-1.254,-10.632,-4.593,-7.079,-2.247,-1.007,-2.627,-1.523
326.386,55.735,-29.370,-2.145,-10.248,-3.661,-6.803,-2.194,-1.333,-2.646,-1.857
326.398,44.222,-41.510,-2.109,-9.307,-2.859,-7.099,-2.198,-1.552,-2.665,-2.111
326.409,-27.087,16.917,-2.107,-7.783,-2.828,-6.565,-1.999,-1.762,-2.646,-2.281
326.420,2.283,-15.773,-2.747,-5.747,-2.763,-6.009,-1.916,-1.781,-2.630,-2.331
326.432,32.186,-29.033,-2.824,-4.441,-2.128,-5.848,-1.862,-1.696,-2.603,-2.262
326.444,-10.094,-25.125,-1.897,-3.831,-2.259,-5.670,-1.941,-1.545,-2.577,-2.129
326.456,4.099,-38.437,-1.035,-3.394,-2.002,-5.485,-1.966,-1.407,-2.522,-1.968
326.466,38.561,10.889,-0.130,-3.308,-1.952,-5.104,-1.954,-1.328,-2.455,-1.821
326.477,-61.707,-13.416,0.598,-3.024,-2.250,-4.741,-1.857,-1.229,-2.354,-1.680
326.487,-32.425,12.668,0.062,-2.722,-2.318,-4.260,-1.555,-1.291,-2.234,-1.562
326.497,22.752,27.267,-0.281,-1.877,-2.063,-3.998,-1.390,-1.352,-2.109,-1.457
326.507,-29.339,-52.206,-0.758,-1.554,-2.522,-4.394,-1.330,-1.304,-2.010,-1.356
326.517,-19.762,51.075,-1.780,-1.879,-2.792,-4.128,-1.216,-1.376,-1.943,-1.293
326.527,-11.633,36.425,-2.603,-0.725,-2.638,-3.943,-1.155,-1.599,-1.903,-1.268
326.537,-6.806,-83.203,-3.315,0.159,-2.851,-4.940,-1.333,-1.665,-1.915,-1.237
326.549,24.239,-65.357,-3.749,0.474,-2.565,-4.645,-1.491,-1.733,-1.988,-1.209
326.560,-15.488,21.355,-3.421,-0.035,-1.699,-5.292,-1.458,-1.681,-2.042,-1.207
326.572,10.483,-6.309,-3.346,0.080,-1.116,-5.141,-1.214,-1.716,-2.013,-1.210
326.582,17.868,11.154,-3.127,0.343,-0.766,-5.305,-1.206,-1.669,-1.983,-1.201
326.593,24.330,-63.220,-2.467,0.071,-0.385,-6.414,-1.551,-1.706,-2.014,-1.225
326.603,7.330,5.676,-1.603,-0.993,0.205,-6.896,-1.455,-1.723,-2.004,-1.273
326.613,-14.530,35.100,-0.756,-1.118,0.363,-6.721,-1.396,-2.046,-1.953,-1.391
326.623,-7.390,-48.366,-0.451,-1.237,0.012,-7.297,-1.338,-2.262,-1.899,-1.547
326.634,-5.823,59.556,-0.110,-0.926,-0.099,-6.560,-1.356,-2.665,-1.852,-1.741
326.644,-40.911,1.520,-0.550,0.264,-0.139,-6.289,-1.226,-2.952,-1.794,-1.933
326.654,48.315,-11.116,-1.011,0.842,0.422,-7.220,-1.409,-3.156,-1.796,-2.102
326.664,-10.032,29.454,-1.000,1.538,0.500,-6.726,-1.414,-3.452,-1.802,-2.267
326.675,56.507,-33.230,-0.941,2.401,0.768,-6.884,-1.615,-3.640,-1.810,-2.424
326.685,-16.614,-18.832,-0.150,2.183,0.720,-7.465,-1.629,-3.801,-1.839,-2.590
326.695,7.205,37.662,0.121,2.827,1.023,-7.509,-1.310,-4.117,-1.755,-2.761
326.705,-14.859,-74.961,0.712,3.512,1.190,-9.156,-1.326,-4.367,-1.677,-2.943
326.716,-13.719,62.630,0.612,3.245,0.910,-9.203,-1.098,-4.581,-1.564,-3.133
326.726,21.650,12.178,0.827,3.852,1.490,-9.424,-0.860,-4.937,-1.415,-3.348
326.736,28.982,-47.218,1.284,3.811,2.005,-10.355,-0.740,-5.120,-1.248,-3.554
326.746,9.259,-34.493,1.694,3.540,2.202,-11.507,-0.412,-5.315,-1.051,-3.780
326.757,37.786,14.489,2.285,2.845,2.186,-11.497,-0.085,-5.580,-0.792,-4.024
326.767,-43.613,25.039,2.816,3.088,2.332,-11.040,0.443,-5.944,-0.472,-4.305
326.777,31.658,-54.255,2.372,3.263,2.655,-11.632,0.831,-6.272,-0.117,-4.591
326.787,4.200,69.776,2.544,3.043,3.113,-11.332,1.130,-6.751,0.202,-4.927
326.798,19.951,0.740,2.585,3.627,3.228,-11.261,1.578,-6.971,0.578,-5.244
326.808,-34.966,-47.385,3.103,3.504,3.268,-12.467,1.904,-7.203,0.955,-5.550
326.818,-20.744,24.448,2.643,3.182,3.577,-12.719,2.664,-7.550,1.406,-5.884
326.829,57.201,32.814,2.688,3.449,4.497,-12.746,2.911,-8.109,1.835,-6.247
326.839,-52.144,2.331,2.989,4.032,4.273,-11.873,3.375,-8.509,2.258,-6.619
326.849,44.972,-43.853,2.787,3.976,4.664,-12.804,3.638,-8.856,2.665,-6.983
326.859,-4.588,51.135,3.122,4.187,4.913,-12.450,3.959,-9.372,3.040,-7.363
326.870,-27.146,-7.123,2.640,5.509,5.705,-12.614,4.322,-9.813,3.420,-7.728
326.880,8.776,-9.069,2.073,5.672,5.566,-13.971,4.250,-10.224,3.680,-8.095
326.890,27.628,26.790,2.029,6.377,5.958,-14.425,4.490,-10.762,3.912,-8.491
326.900,-2.198,-58.886,2.313,6.461,5.720,-15.440,4.607,-11.106,4.122,-8.885
326.911,-33.746,8.340,1.909,5.883,5.429,-16.203,4.829,-11.588,4.315,-9.312
326.921,21.575,64.945,1.481,5.479,6.001,-15.675,4.753,-12.171,4.451,-9.806
326.931,-2.216,29.365,1.049,5.500,6.335,-16.310,5.084,-12.784,4.598,-10.340
326.942,47.215,-42.806,1.247,5.687,7.016,-17.325,5.045,-13.462,4.725,-10.902
326.952,-59.687,-20.431,1.234,5.029,6.183,-18.638,5.322,-14.015,4.854,-11.503
326.962,2.018,16.096,0.079,4.450,6.089,-20.237,5.656,-14.672,5.011,-12.122
326.973,13.767,68.043,-0.335,4.259,6.986,-19.765,5.811,-15.430,5.142,-12.786
326.983,9.059,-4.052,-0.749,4.149,7.374,-20.712,6.140,-16.002,5.314,-13.435
326.993,-11.277,-66.154,-0.539,3.437,7.607,-22.588,6.164,-16.519,5.462,-14.080
327.003,-37.616,11.269,-0.946,2.624,7.179,-22.944,6.619,-17.002,5.658,-14.724
327.013,78.510,-9.762,-0.562,2.134,8.520,-23.333,6.775,-17.534,5.881,-15.360
327.024,-24.608,28.589,0.104,2.020,8.987,-23.188,7.357,-18.057,6.175,-15.985
327.034,53.837,21.327,0.009,2.875,9.886,-23.808,7.837,-18.547,6.539,-16.536
327.044,0.105,-77.095,0.778,3.139,10.512,-24.870,7.983,-18.760,6.878,-17.021
327.055,-56.196,14.591,0.452,2.670,10.251,-24.724,8.377,-18.962,7.229,-17.434
327.065,-36.987,-52.248,-0.548,2.783,9.126,-24.987,8.583,-19.106,7.531,-17.810
327.075,40.664,-5.296,-1.246,2.091,9.495,-24.832,8.666,-19.070,7.767,-18.118
327.085,-1.177,70.316,-1.233,2.308,9.759,-22.935,8.700,-19.055,7.942,-18.333
327.095,10.269,23.468,-1.300,2.930,10.179,-22.888,9.099,-18.912,8.166,-18.461
327.106,24.754,39.320,-0.776,4.037,10.557,-22.314,9.270,-18.648,8.389,-18.468
327.116,7.434,-31.776,-0.412,4.340,10.673,-22.516,9.479,-18.069,8.623,-18.334
327.126,26.391,-45.292,0.238,3.837,11.300,-22.697,9.485,-17.307,8.840,-18.078
327.137,-59.410,-1.557,0.323,3.274,10.953,-21.964,9.835,-16.609,9.068,-17.730
327.147,26.969,-61.000,-0.060,2.600,11.271,-22.219,10.035,-15.841,9.293,-17.310
327.157,27.706,-60.034,0.411,1.365,11.834,-22.353,9.935,-15.020,9.465,-16.855
327.168,-22.899,-50.878,0.699,-0.284,11.516,-21.783,10.096,-13.984,9.640,-16.328
327.178,-43.851,24.148,0.000,-1.824,10.898,-20.834,10.348,-13.252,9.805,-15.779
327.188,20.718,58.764,-0.861,-2.106,11.129,-18.795,10.473,-12.627,9.932,-15.230
327.198,47.975,0.707,-0.544,-1.888,11.962,-17.850,10.476,-11.945,10.036,-14.632
327.209,46.605,-15.310,0.743,-2.033,12.501,-16.644,10.600,-10.962,10.179,-13.949
327.219,-13.736,33.263,2.226,-2.129,12.470,-15.605,10.750,-9.978,10.376,-13.200
327.229,-34.670,26.985,2.742,-1.342,12.542,-14.178,11.193,-8.983,10.640,-12.358
327.242,10.026,40.325,2.075,-0.306,12.051,-12.562,11.397,-7.753,10.883,-11.183
327.253,47.420,16.121,1.695,1.441,12.807,-11.223,11.585,-6.515,11.073,-9.926
327.265,-16.099,36.891,1.784,3.102,12.676,-9.285,11.791,-5.232,11.224,-8.584
327.277,-43.218,-24.797,1.706,4.408,12.162,-7.887,11.904,-3.915,11.408,-7.140
327.287,-62.832,8.536,0.817,4.910,10.853,-6.758,11.977,-2.935,11.551,-6.006
327.298,-56.958,19.112,-0.746,5.425,10.074,-5.609,12.141,-2.029,11.638,-4.912
327.310,8.662,18.552,-3.050,5.974,9.209,-4.378,12.108,-0.858,11.569,-3.572
327.322,50.691,-3.897,-4.316,6.470,10.113,-3.635,11.961,0.147,11.425,-2.295
327.335,-28.312,-49.963,-4.281,6.519,10.316,-3.076,11.747,1.160,11.252,-1.108
