R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
221.277,-14.666,-36.693,4.374,-3.418,-1.764,-0.640,-5.961,-4.328,-3.583
221.288,-10.882,-31.809,4.267,-3.649,-1.970,-0.977,-6.103,-4.399,-3.791
221.299,-9.539,-23.997,5.375,-3.569,-1.993,-1.226,-5.686,-4.281,-3.904
221.309,-4.046,-16.660,6.250,-3.415,-1.949,-1.377,-5.173,-4.086,-3.905
221.319,7.184,-11.087,5.886,-3.370,-1.885,-1.462,-5.023,-3.873,-3.841
221.331,3.034,-5.916,5.486,-3.334,-1.788,-1.499,-4.940,-3.606,-3.704
221.343,-3.557,1.329,5.890,-3.122,-1.559,-1.455,-4.602,-3.217,-3.493
221.355,5.475,6.922,5.878,-2.889,-1.284,-1.332,-4.298,-2.788,-3.208
221.365,5.109,8.162,5.615,-2.757,-1.124,-1.204,-4.098,-2.504,-2.948
221.375,37.825,13.124,5.030,-2.512,-0.824,-1.047,-3.851,-2.097,-2.675
221.386,33.796,18.987,4.679,-2.149,-0.443,-0.829,-3.422,-1.621,-2.351
221.397,12.311,21.183,4.413,-1.830,-0.094,-0.563,-3.069,-1.186,-1.987
221.407,32.087,22.530,4.618,-1.516,0.199,-0.298,-2.635,-0.812,-1.631
221.419,23.786,23.738,4.825,-1.163,0.533,0.022,-2.145,-0.380,-1.197
221.431,6.818,20.737,4.705,-0.918,0.781,0.336,-1.810,-0.042,-0.778
221.443,10.602,16.493,4.364,-0.774,0.967,0.597,-1.663,0.224,-0.423
221.455,19.148,18.790,4.175,-0.502,1.262,0.841,-1.359,0.588,-0.097
221.467,6.208,17.933,4.036,-0.288,1.495,1.092,-1.117,0.876,0.220
221.479,30.012,22.134,3.587,0.006,1.830,1.346,-0.844,1.253,0.529
221.489,26.716,24.358,3.278,0.302,2.139,1.600,-0.536,1.592,0.823
221.501,20.490,24.158,3.149,0.611,2.439,1.904,-0.174,1.916,1.164
221.513,34.285,28.051,3.307,1.004,2.846,2.225,0.221,2.340,1.516
221.524,37.581,31.083,3.869,1.438,3.271,2.588,0.699,2.783,1.911
221.536,36.116,32.622,4.676,1.885,3.673,2.977,1.265,3.207,2.337
221.548,14.143,28.768,4.955,2.187,3.962,3.360,1.622,3.519,2.757
221.560,7.551,22.573,5.521,2.381,4.119,3.681,1.921,3.706,3.118
221.572,2.423,16.181,6.035,2.506,4.204,3.929,2.165,3.827,3.410
221.582,-9.295,10.747,6.221,2.544,4.223,4.084,2.269,3.879,3.602
221.594,-7.952,6.928,6.240,2.611,4.278,4.215,2.398,3.971,3.774
221.606,-3.801,4.107,6.119,2.619,4.281,4.295,2.449,4.009,3.892
221.618,-3.923,-0.927,6.297,2.543,4.184,4.326,2.450,3.949,3.960
221.628,-15.887,-6.151,6.549,2.404,4.024,4.303,2.381,3.824,3.969
221.639,-7.708,-6.692,6.009,2.266,3.961,4.252,2.133,3.793,3.949
221.651,-20.892,-10.512,5.038,1.984,3.797,4.163,1.656,3.656,3.884
221.662,-34.930,-15.525,4.613,1.678,3.536,4.015,1.292,3.411,3.747
221.673,-11.370,-16.734,4.022,1.465,3.358,3.856,1.032,3.245,3.594
221.684,-8.806,-16.234,3.746,1.284,3.173,3.662,0.882,3.071,3.406
221.696,-27.850,-19.845,3.821,0.998,2.875,3.450,0.643,2.786,3.200
221.708,-11.492,-17.732,4.122,0.833,2.712,3.234,0.503,2.640,2.996
221.720,-0.627,-11.418,4.834,0.846,2.691,3.074,0.621,2.648,2.860
221.732,-16.863,-11.867,5.702,0.773,2.538,2.954,0.749,2.535,2.777
221.742,-27.484,-14.766,5.976,0.590,2.330,2.840,0.662,2.376,2.708
221.754,-31.878,-17.550,5.418,0.330,2.130,2.680,0.341,2.225,2.591
221.764,-17.474,-18.971,4.840,0.096,1.944,2.514,0.059,2.075,2.457
221.776,-39.935,-22.168,4.450,-0.168,1.701,2.305,-0.201,1.871,2.282
221.788,-23.455,-24.672,4.480,-0.488,1.370,2.038,-0.451,1.579,2.047
221.800,-14.544,-21.545,4.484,-0.629,1.208,1.790,-0.504,1.458,1.834
221.812,-17.352,-21.753,4.753,-0.810,0.966,1.558,-0.511,1.265,1.645
221.824,-14.544,-18.588,4.805,-0.934,0.849,1.358,-0.594,1.203,1.496
221.836,-8.684,-15.370,5.092,-1.063,0.747,1.192,-0.711,1.162,1.387
221.847,-29.315,-19.295,4.833,-1.386,0.485,1.024,-1.086,0.961,1.276
221.858,-15.398,-19.241,4.914,-1.547,0.322,0.857,-1.188,0.845,1.153
221.870,-26.507,-21.174,4.822,-1.781,0.067,0.657,-1.311,0.653,1.011
221.882,-32.245,-25.123,4.422,-2.145,-0.282,0.414,-1.635,0.364,0.824
221.893,-26.507,-22.175,3.469,-2.399,-0.426,0.178,-2.039,0.271,0.634
221.905,-23.089,-21.895,2.609,-2.668,-0.635,-0.046,-2.375,0.098,0.439
221.916,-16.619,-20.782,2.249,-2.847,-0.804,-0.259,-2.526,-0.042,0.252
221.927,-19.305,-20.063,1.861,-3.064,-0.981,-0.452,-2.779,-0.193,0.080
221.937,-3.069,-16.624,1.274,-3.222,-1.093,-0.631,-2.984,-0.287,-0.082
221.949,-2.581,-9.615,1.147,-3.184,-1.051,-0.753,-2.923,-0.232,-0.191
221.960,-22.967,-12.076,0.704,-3.397,-1.198,-0.854,-3.232,-0.371,-0.284
221.972,-15.643,-13.247,0.234,-3.616,-1.364,-0.991,-3.526,-0.537,-0.420
221.983,1.325,-8.332,0.092,-3.604,-1.349,-1.098,-3.499,-0.526,-0.532
221.994,9.137,-1.436,0.029,-3.478,-1.217,-1.132,-3.362,-0.401,-0.568
222.005,5.841,1.796,0.649,-3.337,-1.129,-1.114,-3.096,-0.314,-0.547
222.016,-0.383,1.748,1.024,-3.256,-1.095,-1.073,-2.898,-0.273,-0.494
222.027,7.551,-0.120,1.600,-3.233,-1.118,-1.049,-2.754,-0.281,-0.451
222.038,3.644,2.592,2.170,-3.102,-1.018,-1.005,-2.525,-0.159,-0.379
222.050,19.392,5.507,2.906,-2.946,-0.912,-0.932,-2.227,-0.019,-0.268
222.061,13.898,6.446,3.383,-2.809,-0.802,-0.826,-1.986,0.132,-0.114
222.073,14.387,6.272,3.637,-2.668,-0.701,-0.713,-1.718,0.279,0.049
222.084,13.898,10.183,3.389,-2.437,-0.464,-0.571,-1.455,0.556,0.236
222.095,22.688,11.636,2.908,-2.296,-0.268,-0.409,-1.386,0.779,0.433
222.107,7.551,8.540,2.501,-2.293,-0.217,-0.269,-1.451,0.844,0.592
222.118,13.288,13.005,2.397,-2.059,0.034,-0.114,-1.234,1.104,0.761
222.130,24.031,17.301,2.969,-1.761,0.331,0.087,-0.916,1.406,0.975
222.141,-6.609,12.845,3.922,-1.591,0.445,0.297,-0.612,1.535,1.208
222.152,-1.848,9.553,4.533,-1.492,0.523,0.461,-0.437,1.639,1.403
222.164,-0.261,10.068,5.027,-1.235,0.730,0.627,-0.045,1.880,1.608
222.175,10.969,12.525,4.893,-1.021,0.947,0.798,0.200,2.130,1.818
222.187,22.688,14.532,4.300,-0.868,1.180,0.987,0.225,2.386,2.036
222.198,34.041,16.899,3.881,-0.644,1.443,1.198,0.391,2.661,2.266
222.210,32.087,21.320,3.284,-0.310,1.817,1.453,0.653,3.032,2.526
222.221,20.246,20.972,2.692,-0.064,2.089,1.721,0.842,3.283,2.783
222.233,6.452,15.611,2.431,0.017,2.199,1.945,0.853,3.363,2.984
222.244,0.714,10.067,2.260,0.052,2.227,2.098,0.881,3.357,3.108
222.256,3.888,9.246,2.398,0.192,2.334,2.219,1.066,3.427,3.197
222.267,4.377,11.133,2.293,0.397,2.511,2.349,1.298,3.566,3.292
222.279,1.081,8.802,2.439,0.525,2.588,2.470,1.495,3.604,3.379
222.290,-14.422,3.126,2.753,0.526,2.527,2.546,1.592,3.511,3.425
222.302,-8.684,-2.360,3.050,0.429,2.395,2.552,1.538,3.355,3.406
222.313,-5.877,-3.904,3.538,0.387,2.318,2.526,1.554,3.263,3.364
222.324,6.086,-3.436,4.181,0.384,2.273,2.493,1.625,3.215,3.326
222.336,15.607,-0.620,4.971,0.503,2.342,2.493,1.847,3.293,3.334
222.347,-7.464,-4.015,5.537,0.448,2.244,2.493,1.889,3.217,3.354
222.359,4.377,-7.202,6.020,0.346,2.108,2.454,1.875,3.112,3.343
222.370,3.034,-9.230,6.122,0.254,2.004,2.395,1.830,3.045,3.316
222.382,6.696,-11.350,5.869,0.061,1.825,2.298,1.633,2.903,3.251
222.393,-12.347,-11.816,5.625,-0.103,1.704,2.201,1.403,2.816,3.181
222.405,-23.699,-14.370,5.158,-0.333,1.545,2.090,1.057,2.686,3.093
222.416,-27.606,-20.085,4.509,-0.707,1.260,1.924,0.529,2.422,2.943
222.428,-23.577,-23.885,4.005,-1.064,0.948,1.698,0.103,2.130,2.726
222.439,-14.422,-24.755,3.384,-1.369,0.680,1.444,-0.254,1.876,2.476
222.451,-18.939,-24.607,3.264,-1.606,0.454,1.192,-0.495,1.663,2.228
222.462,-19.671,-23.710,3.085,-1.799,0.256,0.956,-0.658,1.477,1.997
222.473,-26.751,-22.995,3.325,-1.906,0.103,0.740,-0.656,1.339,1.790
222.484,-15.154,-22.602,3.527,-2.084,-0.106,0.513,-0.749,1.151,1.578
222.496,-18.328,-21.327,3.392,-2.277,-0.283,0.298,-0.948,0.995,1.380
222.507,-18.939,-20.912,3.058,-2.518,-0.474,0.091,-1.263,0.825,1.189
222.519,-28.827,-22.300,2.642,-2.766,-0.681,-0.115,-1.570,0.632,0.992
222.530,-41.400,-26.194,2.435,-3.107,-1.003,-0.359,-1.927,0.323,0.755
222.541,-40.057,-27.911,2.303,-3.437,-1.309,-0.630,-2.281,0.033,0.493
222.553,-17.718,-23.742,2.424,-3.620,-1.495,-0.900,-2.427,-0.134,0.236
222.564,-9.661,-18.404,2.324,-3.698,-1.561,-1.099,-2.499,-0.180,0.053
222.576,-7.952,-16.144,2.396,-3.776,-1.663,-1.260,-2.499,-0.261,-0.087
222.587,-4.290,-14.091,2.667,-3.825,-1.736,-1.389,-2.463,-0.307,-0.189
222.599,-2.459,-11.030,3.413,-3.789,-1.756,-1.481,-2.276,-0.291,-0.245
222.610,-0.261,-8.798,4.555,-3.705,-1.789,-1.539,-1.906,-0.272,-0.250
222.621,6.696,-5.364,5.597,-3.548,-1.745,-1.554,-1.465,-0.162,-0.197
222.632,24.153,2.218,6.275,-3.231,-1.525,-1.500,-0.891,0.136,-0.061
222.644,33.430,9.429,6.673,-2.900,-1.238,-1.362,-0.411,0.503,0.162
222.655,25.129,13.541,6.630,-2.647,-0.954,-1.154,-0.164,0.864,0.455
222.667,15.974,13.525,6.203,-2.491,-0.738,-0.926,-0.075,1.146,0.757
222.678,23.420,14.765,6.171,-2.278,-0.497,-0.697,0.127,1.446,1.053
222.690,14.875,15.362,6.104,-2.046,-0.250,-0.454,0.369,1.743,1.354
222.701,9.137,13.494,6.438,-1.809,-0.054,-0.217,0.725,1.987,1.645
222.712,-1.238,8.417,6.568,-1.690,0.034,-0.028,0.938,2.123,1.888
222.723,7.673,8.954,6.350,-1.539,0.205,0.133,1.079,2.336,2.097
222.734,5.841,10.940,5.561,-1.395,0.440,0.306,1.060,2.598,2.303
222.745,6.696,9.283,5.118,-1.303,0.574,0.477,1.079,2.748,2.494
222.757,5.597,10.792,4.565,-1.123,0.802,0.647,1.161,2.979,2.674
222.768,16.218,11.859,4.096,-0.957,1.018,0.821,1.222,3.186,2.845
222.779,26.472,16.136,3.529,-0.695,1.321,1.017,1.382,3.468,3.028
222.790,20.490,18.159,3.077,-0.412,1.627,1.251,1.590,3.740,3.238
222.801,24.397,15.832,2.985,-0.217,1.803,1.470,1.787,3.877,3.425
222.813,36.848,16.787,3.200,0.050,2.019,1.679,2.124,4.052,3.602
222.824,41.731,22.866,3.439,0.415,2.351,1.921,2.513,4.342,3.809
222.835,13.532,23.803,3.585,0.772,2.694,2.225,2.851,4.636,4.075
222.847,-4.900,18.942,3.399,0.946,2.877,2.501,2.956,4.767,4.308
222.858,-21.990,10.597,3.190,0.938,2.881,2.691,2.866,4.715,4.448
222.870,-28.949,0.588,3.019,0.789,2.738,2.772,2.652,4.515,4.474
222.880,4.377,1.661,2.200,0.772,2.785,2.793,2.458,4.512,4.445
222.891,-7.342,0.370,1.928,0.765,2.786,2.816,2.382,4.456,4.412
222.903,-1.848,0.647,1.837,0.771,2.779,2.823,2.362,4.390,4.362
222.914,25.007,-0.874,1.704,0.718,2.735,2.817,2.241,4.289,4.298
222.925,-1.238,-1.421,1.504,0.662,2.708,2.808,2.073,4.205,4.231
222.936,15.241,0.960,1.339,0.695,2.763,2.804,2.009,4.201,4.168
222.947,17.194,2.660,1.233,0.740,2.822,2.822,1.972,4.200,4.126
222.958,-0.139,3.506,1.335,0.845,2.914,2.867,2.051,4.232,4.114
222.969,0.959,6.692,1.439,1.074,3.119,2.947,2.272,4.377,4.136
222.980,19.025,9.427,1.318,1.239,3.288,3.039,2.375,4.484,4.172
222.991,14.753,12.103,1.317,1.429,3.474,3.162,2.512,4.608,4.236
223.002,32.820,16.708,1.404,1.725,3.759,3.323,2.771,4.829,4.339
223.013,28.059,21.274,1.405,2.064,4.089,3.535,3.064,5.092,4.491
223.024,39.168,25.989,1.472,2.472,4.483,3.797,3.434,5.416,4.694
223.035,44.783,30.821,1.412,2.917,4.928,4.111,3.809,5.787,4.945
223.046,54.061,35.042,1.337,3.366,5.375,4.464,4.185,6.156,5.230
223.057,67.855,41.206,1.697,3.956,5.931,4.872,4.763,6.630,5.568
223.068,54.549,42.979,2.215,4.504,6.438,5.328,5.309,7.054,5.957
223.080,67.245,45.853,2.513,5.093,7.005,5.817,5.858,7.542,6.380
223.091,61.629,49.562,2.951,5.765,7.640,6.342,6.517,8.095,6.838
223.102,64.559,55.771,3.548,6.580,8.400,6.922,7.349,8.773,7.354
223.113,78.109,60.991,4.525,7.441,9.164,7.559,8.309,9.456,7.929
223.123,68.710,65.282,4.949,8.245,9.934,8.227,9.087,10.146,8.536
223.134,86.777,70.370,5.412,9.054,10.713,8.909,9.857,10.842,9.156
223.144,66.390,72.228,5.012,9.722,11.448,9.625,10.292,11.485,9.800
223.154,82.260,73.287,3.735,10.312,12.172,10.338,10.502,12.098,10.422
223.165,84.701,75.536,2.643,11.012,12.988,11.082,10.843,12.777,11.051
223.176,86.532,77.090,2.538,11.818,13.802,11.865,11.487,13.444,11.707
223.187,76.156,78.975,2.906,12.739,14.676,12.685,12.346,14.164,12.394
223.198,94.223,81.482,3.346,13.621,15.502,13.504,13.178,14.834,13.077
223.209,78.720,78.018,3.586,14.330,16.175,14.314,13.794,15.348,13.748
223.220,76.766,75.927,3.431,15.038,16.900,15.097,14.301,15.909,14.384
223.231,66.634,72.859,3.048,15.642,17.549,15.844,14.644,16.385,14.973
223.242,66.634,70.110,3.087,16.264,18.178,16.571,15.073,16.835,15.535
223.254,67.611,63.981,3.802,16.785,18.652,17.227,15.506,17.133,16.027
223.265,26.472,56.301,4.988,17.264,19.046,17.825,15.976,17.361,16.469
223.276,46.736,54.275,6.485,17.787,19.475,18.353,16.520,17.642,16.855
223.287,13.654,44.411,6.844,17.991,19.640,18.807,16.647,17.667,17.173
223.298,15.119,39.687,6.864,18.265,19.905,19.201,16.784,17.794,17.430
223.309,20.002,34.919,6.308,18.405,20.081,19.527,16.705,17.828,17.614
223.320,-5.022,23.703,5.602,18.263,19.993,19.760,16.306,17.596,17.699
223.331,-9.783,16.460,5.033,18.188,19.958,19.896,15.997,17.409,17.677
223.342,-1.970,8.398,4.382,17.914,19.735,19.919,15.470,17.034,17.538
223.353,-19.915,-1.327,3.889,17.564,19.416,19.849,14.905,16.564,17.304
223.364,-36.029,-13.168,3.995,17.055,18.882,19.653,14.297,15.888,16.949
223.375,-54.706,-23.762,4.233,16.513,18.317,19.349,13.666,15.193,16.497
223.387,-44.574,-32.651,4.483,15.879,17.661,18.932,12.953,14.420,15.940
223.398,-76.558,-45.764,4.968,15.039,16.775,18.397,12.093,13.436,15.282
223.409,-89.742,-54.195,5.310,14.224,15.926,17.760,11.254,12.509,14.537
223.419,-98.043,-68.510,6.025,13.133,14.802,17.025,10.163,11.330,13.715
223.430,-92.915,-73.744,5.970,12.192,13.868,16.218,9.161,10.360,12.837
223.440,-81.074,-77.225,5.430,11.225,12.938,15.364,8.086,9.401,11.919
223.450,-105.367,-86.116,5.178,10.118,11.839,14.457,6.935,8.281,10.956
223.461,-115.621,-95.666,5.413,8.945,10.603,13.456,5.867,7.042,9.913
223.471,-82.905,-92.341,5.905,8.066,9.686,12.444,5.063,6.139,8.879
223.481,-101.461,-94.377,6.248,7.040,8.646,11.433,4.084,5.133,7.864
223.493,-92.671,-93.230,6.622,5.933,7.554,10.290,2.995,4.099,6.736
223.503,-102.681,-96.104,6.056,4.797,6.501,9.295,1.757,3.108,5.768
223.515,-113.302,-100.144,5.922,3.489,5.245,8.108,0.427,1.935,4.621
223.526,-90.840,-98.952,5.392,2.417,4.256,7.069,-0.721,1.025,3.627
223.536,-77.900,-94.191,4.640,1.492,3.411,6.071,-1.714,0.260,2.678
223.546,-74.848,-88.907,4.720,0.707,2.616,5.127,-2.394,-0.449,1.790
223.558,-86.079,-89.785,5.417,-0.256,1.554,4.091,-3.044,-1.382,0.848
223.569,-87.544,-88.174,5.739,-1.165,0.602,3.084,-3.731,-2.184,-0.041
223.581,-82.783,-84.652,5.510,-2.049,-0.242,2.129,-4.533,-2.870,-0.868
223.592,-62.519,-76.400,5.124,-2.774,-0.932,1.239,-5.164,-3.400,-1.624
223.604,-58.735,-68.848,4.940,-3.376,-1.508,0.457,-5.653,-3.814,-2.267
223.615,-66.303,-65.068,4.690,-4.047,-2.140,-0.267,-6.233,-4.282,-2.849
223.627,-57.270,-62.069,4.657,-4.629,-2.740,-0.949,-6.613,-4.718,-3.386
223.638,-38.592,-54.315,4.800,-5.053,-3.160,-1.565,-6.873,-4.971,-3.849
223.650,-38.959,-47.684,5.576,-5.426,-3.534,-2.096,-7.060,-5.167,-4.215
223.661,-41.644,-45.606,6.619,-5.802,-3.968,-2.562,-7.132,-5.404,-4.494
223.673,-23.333,-38.891,7.031,-6.001,-4.213,-2.963,-7.037,-5.441,-4.696
223.684,-9.417,-27.308,7.360,-5.981,-4.223,-3.245,-6.752,-5.239,-4.770
223.696,-11.492,-24.223,7.290,-6.101,-4.323,-3.440,-6.706,-5.127,-4.755
223.707,-6.487,-21.212,7.432,-6.163,-4.416,-3.604,-6.506,-5.010,-4.710
223.719,-9.661,-17.471,7.213,-6.161,-4.423,-3.715,-6.293,-4.815,-4.619
223.730,-21.014,-16.418,6.730,-6.244,-4.431,-3.798,-6.333,-4.635,-4.510
223.742,-41.888,-19.915,6.073,-6.497,-4.615,-3.910,-6.542,-4.645,-4.446
223.753,-31.390,-23.343,5.423,-6.782,-4.820,-4.067,-6.809,-4.688,-4.439
223.765,-31.024,-23.749,5.155,-7.015,-4.990,-4.246,-7.001,-4.705,-4.465
223.776,-10.515,-19.276,5.310,-7.099,-5.040,-4.407,-6.987,-4.606,-4.475
223.788,-19.305,-16.704,5.247,-7.162,-5.104,-4.523,-6.889,-4.523,-4.441
223.799,14.753,-10.307,5.389,-7.061,-5.031,-4.591,-6.578,-4.306,-4.359
223.811,14.265,-1.494,5.532,-6.832,-4.795,-4.562,-6.210,-3.927,-4.179
223.822,21.589,4.560,6.052,-6.562,-4.529,-4.444,-5.779,-3.517,-3.907
223.833,10.358,6.297,6.163,-6.337,-4.315,-4.276,-5.387,-3.161,-3.586
223.845,4.865,6.651,6.163,-6.160,-4.108,-4.097,-5.126,-2.820,-3.260
223.856,0.836,6.506,5.699,-6.085,-3.953,-3.930,-5.069,-2.543,-2.959
223.868,3.156,6.069,5.338,-5.993,-3.791,-3.765,-4.983,-2.269,-2.671
223.879,14.143,6.981,4.667,-5.885,-3.622,-3.611,-4.879,-2.005,-2.412
223.891,7.551,7.822,4.119,-5.706,-3.423,-3.442,-4.641,-1.729,-2.155
223.902,6.086,6.273,4.147,-5.563,-3.309,-3.289,-4.349,-1.545,-1.921
223.914,8.649,8.292,4.225,-5.354,-3.111,-3.134,-4.036,-1.282,-1.691
223.925,17.805,10.526,4.397,-5.128,-2.901,-2.959,-3.701,-1.013,-1.447
223.937,31.965,16.350,4.188,-4.758,-2.540,-2.735,-3.246,-0.599,-1.158
223.948,24.031,21.513,4.233,-4.313,-2.125,-2.446,-2.682,-0.142,-0.810
223.959,6.696,20.279,4.408,-3.972,-1.806,-2.132,-2.247,0.215,-0.444
223.971,4.132,16.274,5.087,-3.763,-1.620,-1.856,-1.939,0.442,-0.112
223.982,1.935,13.833,5.574,-3.613,-1.448,-1.614,-1.773,0.660,0.186
223.993,9.504,16.074,6.006,-3.333,-1.168,-1.372,-1.433,0.988,0.487
224.005,19.392,19.523,5.657,-2.992,-0.803,-1.093,-1.086,1.393,0.817
224.016,5.109,18.724,5.069,-2.738,-0.505,-0.805,-0.874,1.719,1.147
224.027,1.935,14.403,4.431,-2.605,-0.330,-0.560,-0.794,1.909,1.419
224.038,16.950,13.952,3.688,-2.520,-0.157,-0.361,-0.858,2.083,1.629
224.049,3.400,12.021,3.365,-2.378,0.007,-0.171,-0.750,2.238,1.819
224.060,22.932,12.734,3.175,-2.203,0.186,0.001,-0.577,2.399,1.983
224.072,18.293,17.323,3.385,-1.836,0.527,0.221,-0.160,2.718,2.192
224.083,-0.750,16.008,3.241,-1.629,0.739,0.457,0.031,2.904,2.413
224.094,-15.032,9.651,2.862,-1.579,0.798,0.643,0.050,2.930,2.576
224.106,-7.219,6.023,2.753,-1.514,0.843,0.764,0.137,2.939,2.668
224.117,16.828,9.103,2.540,-1.352,0.995,0.869,0.296,3.051,2.740
224.128,9.748,9.358,2.208,-1.248,1.151,1.000,0.273,3.162,2.833
224.139,16.462,9.237,1.675,-1.201,1.265,1.117,0.156,3.224,2.905
224.150,24.641,12.350,1.462,-0.978,1.475,1.255,0.369,3.376,2.992
224.162,-6.975,9.546,1.695,-0.796,1.597,1.409,0.627,3.438,3.095
224.172,9.382,6.096,1.801,-0.806,1.576,1.494,0.604,3.371,3.139
224.183,-8.928,2.263,2.086,-0.841,1.537,1.557,0.551,3.290,3.163
224.194,-8.440,-1.087,2.676,-0.872,1.465,1.580,0.579,3.182,3.153
224.205,-26.019,-4.926,3.555,-0.879,1.376,1.580,0.715,3.070,3.130
224.216,0.470,-4.914,4.236,-0.877,1.314,1.545,0.835,2.996,3.084
224.227,-30.169,-10.912,4.568,-1.069,1.094,1.489,0.695,2.771,3.022
224.238,-39.081,-14.408,4.805,-1.219,0.925,1.392,0.585,2.603,2.923
224.249,-23.944,-16.026,4.688,-1.430,0.738,1.259,0.333,2.421,2.792
224.260,-47.016,-20.592,4.372,-1.690,0.514,1.112,0.012,2.200,2.645
224.271,-21.014,-23.685,4.307,-2.004,0.206,0.894,-0.305,1.898,2.427
224.282,-63.007,-34.437,4.582,-2.545,-0.352,0.611,-0.792,1.352,2.150
224.293,-52.387,-40.525,4.939,-3.079,-0.928,0.227,-1.220,0.802,1.781
224.304,-74.482,-54.021,5.176,-3.890,-1.762,-0.254,-1.946,0.005,1.322
224.315,-92.427,-60.093,5.262,-4.594,-2.479,-0.823,-2.577,-0.663,0.785
224.326,-71.552,-68.579,5.441,-5.500,-3.414,-1.502,-3.371,-1.537,0.147
224.337,-111.959,-79.089,5.542,-6.474,-4.404,-2.244,-4.244,-2.455,-0.544
224.348,-94.991,-85.965,5.503,-7.537,-5.459,-3.098,-5.239,-3.424,-1.337
224.359,-123.800,-96.570,5.359,-8.743,-6.646,-4.027,-6.386,-4.515,-2.197
224.370,-115.011,-101.403,5.598,-9.833,-7.763,-5.031,-7.317,-5.523,-3.119
224.381,-121.847,-108.873,6.184,-11.039,-9.035,-6.101,-8.271,-6.664,-4.090
224.392,-118.429,-112.564,6.551,-12.186,-10.223,-7.217,-9.200,-7.704,-5.087
224.404,-117.819,-115.959,6.858,-13.421,-11.486,-8.394,-10.227,-8.803,-6.131
224.415,-139.059,-120.358,6.990,-14.664,-12.742,-9.568,-11.274,-9.880,-7.158
224.426,-109.273,-117.576,6.989,-15.757,-13.822,-10.756,-12.210,-10.771,-8.186
224.437,-119.405,-115.847,6.709,-16.903,-14.931,-11.916,-13.236,-11.683,-9.178
224.448,-123.434,-114.584,6.278,-17.978,-15.969,-13.035,-14.185,-12.520,-10.122
224.459,-94.380,-108.085,5.639,-18.929,-16.849,-14.118,-15.070,-13.197,-11.027
224.471,-88.032,-102.039,5.504,-19.800,-17.681,-15.146,-15.813,-13.826,-11.872
224.482,-93.892,-98.640,4.968,-20.699,-18.509,-16.095,-16.638,-14.450,-12.636
224.493,-96.578,-93.136,4.537,-21.397,-19.187,-16.974,-17.167,-14.925,-13.328
224.504,-74.238,-83.670,4.421,-21.922,-19.712,-17.770,-17.480,-15.248,-13.933
224.515,-63.618,-76.141,4.539,-22.401,-20.198,-18.473,-17.737,-15.528,-14.439
224.526,-56.171,-69.095,4.431,-22.831,-20.613,-19.092,-17.985,-15.737,-14.858
224.537,-47.626,-59.830,4.177,-23.042,-20.818,-19.601,-18.003,-15.741,-15.169
224.548,-40.179,-47.744,3.985,-23.083,-20.837,-19.994,-17.883,-15.567,-15.365
224.560,-13.934,-37.167,3.760,-23.109,-20.820,-20.272,-17.793,-15.363,-15.450
224.570,-28.704,-30.202,3.765,-23.099,-20.779,-20.431,-17.651,-15.137,-15.414
224.582,-12.469,-22.001,2.912,-22.960,-20.609,-20.489,-17.342,-14.754,-15.244
224.593,16.340,-13.410,2.417,-22.778,-20.372,-20.457,-17.053,-14.321,-14.998
224.604,22.077,2.221,2.252,-22.346,-19.886,-20.292,-16.524,-13.655,-14.632
224.615,23.298,12.028,1.187,-21.906,-19.320,-19.981,-16.141,-12.929,-14.135
224.626,61.996,24.165,0.555,-21.330,-18.702,-19.596,-15.487,-12.180,-13.590
224.637,46.858,35.957,0.730,-20.467,-17.883,-19.042,-14.405,-11.249,-12.892
224.649,45.638,39.707,0.890,-19.698,-17.148,-18.399,-13.456,-10.416,-12.119
224.660,52.840,42.884,0.850,-18.963,-16.416,-17.731,-12.609,-9.602,-11.333
224.671,59.798,49.265,0.537,-18.112,-15.533,-17.005,-11.734,-8.655,-10.508
224.683,66.390,53.971,-0.023,-17.300,-14.657,-16.232,-10.983,-7.738,-9.658
224.695,64.559,59.134,-0.711,-16.443,-13.717,-15.405,-10.239,-6.785,-8.781
224.706,65.414,59.826,-0.978,-15.552,-12.834,-14.558,-9.314,-5.909,-7.903
224.718,62.728,59.814,-0.965,-14.664,-11.986,-13.719,-8.349,-5.083,-7.050
224.729,72.250,61.496,-0.771,-13.728,-11.114,-12.879,-7.306,-4.246,-6.209
224.741,67.733,62.938,-0.231,-12.815,-10.254,-12.031,-6.318,-3.427,-5.367
224.752,83.114,64.058,0.113,-11.908,-9.378,-11.168,-5.384,-2.600,-4.518
224.764,97.885,71.887,0.399,-10.802,-8.296,-10.255,-4.281,-1.577,-3.629
224.775,91.049,77.913,0.796,-9.685,-7.215,-9.265,-3.155,-0.568,-2.675
224.787,82.016,81.380,1.366,-8.493,-6.076,-8.223,-1.936,0.491,-1.676
