R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,20,30,0,30,0,75,300,0,0,0.995
sysTime,GRawX,GPT1X,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
253.233,0.104,-21.748,8.258,-6.111,-4.474,-4.071,-3.398,-1.698,-1.609
253.244,-34.442,-20.308,8.759,-6.167,-4.548,-4.203,-3.242,-1.601,-1.570
253.256,-16.985,-20.891,9.452,-6.312,-4.740,-4.357,-3.105,-1.612,-1.543
253.267,-17.352,-19.099,10.077,-6.361,-4.861,-4.496,-2.812,-1.542,-1.492
253.279,-2.336,-12.727,10.507,-6.238,-4.789,-4.573,-2.390,-1.278,-1.374
253.290,-10.882,-8.201,10.776,-6.164,-4.702,-4.583,-2.160,-0.998,-1.188
253.302,-15.276,-8.519,11.232,-6.171,-4.683,-4.561,-2.035,-0.787,-0.970
253.313,-26.995,-14.454,11.943,-6.273,-4.836,-4.576,-1.835,-0.744,-0.785
253.325,-23.455,-16.802,12.431,-6.360,-4.965,-4.638,-1.638,-0.667,-0.641
253.336,-20.281,-18.580,12.688,-6.452,-5.086,-4.718,-1.472,-0.582,-0.515
253.347,-5.144,-16.750,12.727,-6.540,-5.141,-4.801,-1.436,-0.434,-0.395
253.359,-5.755,-13.077,12.799,-6.519,-5.117,-4.844,-1.233,-0.211,-0.239
253.370,6.696,-8.047,12.859,-6.440,-5.028,-4.848,-0.988,0.071,-0.046
253.382,10.969,-2.142,12.950,-6.326,-4.851,-4.781,-0.826,0.434,0.208
253.393,13.532,4.149,13.244,-6.084,-4.594,-4.640,-0.438,0.871,0.536
253.405,23.542,10.563,13.468,-5.746,-4.273,-4.429,0.106,1.364,0.927
253.416,33.430,19.213,13.164,-5.292,-3.763,-4.124,0.601,2.034,1.402
253.427,27.327,25.100,12.930,-4.822,-3.224,-3.737,1.071,2.714,1.944
253.439,-3.923,23.552,12.130,-4.476,-2.790,-3.315,1.360,3.268,2.501
253.450,-12.957,14.367,11.140,-4.405,-2.656,-2.984,1.412,3.501,2.942
253.462,12.556,10.734,10.211,-4.319,-2.498,-2.749,1.440,3.737,3.263
253.473,8.771,11.316,9.613,-4.146,-2.260,-2.531,1.558,4.035,3.550
253.485,-5.022,8.268,9.165,-4.110,-2.130,-2.332,1.468,4.212,3.804
253.496,12.678,6.037,8.393,-4.109,-2.023,-2.175,1.311,4.353,4.001
253.507,21.833,8.778,7.575,-3.948,-1.803,-2.017,1.399,4.588,4.181
253.519,11.579,12.879,7.381,-3.621,-1.476,-1.809,1.764,4.918,4.400
253.530,-4.046,10.340,7.171,-3.494,-1.327,-1.607,1.873,5.061,4.604
253.542,2.301,5.784,6.988,-3.503,-1.300,-1.461,1.815,5.078,4.746
253.553,11.213,8.131,6.729,-3.349,-1.115,-1.325,1.927,5.245,4.869
253.565,-5.388,9.087,5.928,-3.202,-0.904,-1.162,1.947,5.425,5.008
253.575,27.204,9.804,5.063,-3.114,-0.758,-1.026,1.911,5.522,5.103
253.586,22.932,12.366,4.620,-2.961,-0.536,-0.868,1.905,5.686,5.210
253.596,9.137,11.653,4.200,-2.832,-0.338,-0.692,1.871,5.816,5.327
253.607,14.509,12.163,4.226,-2.652,-0.176,-0.527,2.067,5.911,5.432
253.619,6.818,7.055,4.588,-2.578,-0.164,-0.390,2.253,5.859,5.512
253.629,3.522,8.252,5.108,-2.373,-0.016,-0.263,2.560,5.949,5.586
253.640,-1.360,9.037,5.937,-2.204,0.123,-0.126,2.775,6.039,5.679
253.650,10.847,8.836,6.863,-2.072,0.204,0.002,3.011,6.084,5.776
253.661,5.841,9.129,6.252,-1.982,0.363,0.146,2.952,6.208,5.889
253.671,19.880,7.203,5.439,-1.912,0.483,0.273,2.901,6.275,5.968
253.682,-5.022,6.718,5.409,-1.770,0.613,0.397,3.048,6.347,6.038
253.693,11.335,6.878,4.919,-1.758,0.691,0.494,2.896,6.365,6.080
253.704,4.865,6.001,3.590,-1.817,0.800,0.592,2.447,6.396,6.104
253.715,-0.872,2.929,3.454,-1.792,0.830,0.670,2.422,6.337,6.098
253.726,25.373,3.216,4.334,-1.701,0.835,0.707,2.663,6.265,6.059
253.736,-0.994,1.843,5.489,-1.513,0.896,0.774,3.093,6.267,6.070
253.747,-9.661,0.847,5.976,-1.423,0.945,0.835,3.253,6.269,6.087
253.757,-27.850,-0.760,6.223,-1.422,0.936,0.879,3.262,6.221,6.093
253.768,8.649,-0.262,5.457,-1.501,0.942,0.900,2.986,6.184,6.071
253.778,0.714,-0.502,4.840,-1.492,0.999,0.934,2.868,6.182,6.047
253.789,-8.196,-1.952,5.104,-1.461,0.990,0.955,2.956,6.116,6.012
253.799,-21.502,-1.985,5.421,-1.454,0.972,0.967,2.996,6.047,5.974
253.810,-3.435,-2.176,5.993,-1.463,0.934,0.970,3.035,5.967,5.935
253.820,-3.435,-3.969,6.257,-1.451,0.930,0.981,3.070,5.930,5.912
253.830,-6.121,-5.609,5.796,-1.538,0.889,0.968,2.875,5.853,5.863
253.841,-9.783,-6.495,5.402,-1.628,0.851,0.943,2.662,5.775,5.796
253.851,2.301,-6.790,5.628,-1.720,0.772,0.898,2.530,5.658,5.711
253.862,-6.609,-9.292,6.389,-1.845,0.623,0.838,2.459,5.483,5.621
253.872,-38.104,-11.619,6.602,-1.895,0.592,0.798,2.375,5.436,5.562
253.883,3.766,-7.916,5.701,-2.000,0.563,0.722,2.115,5.382,5.459
253.893,-7.097,-11.357,5.842,-2.068,0.471,0.667,2.097,5.263,5.374
253.904,-21.136,-10.234,6.866,-2.017,0.418,0.603,2.382,5.194,5.293
253.914,1.569,-10.006,7.688,-2.073,0.321,0.535,2.435,5.102,5.225
253.925,-21.136,-11.102,7.098,-2.141,0.315,0.497,2.259,5.099,5.188
253.935,-12.224,-10.532,6.053,-2.263,0.272,0.438,1.977,5.043,5.113
253.946,-0.505,-8.862,6.257,-2.265,0.237,0.375,2.054,4.989,5.032
253.956,-17.107,-9.284,6.425,-2.289,0.202,0.334,2.062,4.943,4.977
253.967,-5.999,-8.699,6.800,-2.344,0.149,0.286,2.018,4.883,4.921
253.977,-7.586,-8.723,7.009,-2.386,0.111,0.247,1.990,4.844,4.880
253.988,13.532,-7.084,6.451,-2.421,0.122,0.211,1.872,4.851,4.838
253.998,-5.266,-7.728,6.193,-2.479,0.086,0.184,1.779,4.803,4.799
254.009,-9.295,-6.176,6.552,-2.475,0.080,0.162,1.818,4.787,4.767
254.019,-15.276,-6.561,6.994,-2.476,0.063,0.153,1.870,4.769,4.755
254.030,-5.022,-5.876,6.722,-2.493,0.090,0.149,1.780,4.794,4.750
254.040,8.527,-6.040,6.430,-2.530,0.064,0.131,1.736,4.759,4.723
254.051,-0.261,-7.190,6.945,-2.539,-0.008,0.106,1.882,4.684,4.695
254.061,-11.370,-6.704,7.093,-2.511,-0.010,0.095,1.997,4.685,4.687
254.072,-5.388,-6.103,7.062,-2.555,-0.047,0.077,1.957,4.651,4.670
254.082,7.551,-6.564,6.810,-2.611,-0.061,0.063,1.829,4.639,4.657
254.092,-21.990,-6.874,6.345,-2.664,-0.068,0.053,1.690,4.627,4.641
254.103,8.771,-5.069,6.719,-2.639,-0.074,0.034,1.798,4.615,4.616
254.113,-1.116,-6.531,7.006,-2.616,-0.080,0.035,1.902,4.610,4.617
254.124,-10.882,-3.811,7.001,-2.573,-0.038,0.036,1.963,4.654,4.619
254.134,6.818,-3.489,6.785,-2.559,-0.009,0.052,1.959,4.683,4.635
254.146,1.813,0.073,6.721,-2.443,0.115,0.093,2.067,4.800,4.669
254.157,5.841,1.273,6.395,-2.390,0.197,0.144,2.065,4.873,4.712
254.167,-5.266,-0.901,5.947,-2.423,0.187,0.187,1.983,4.849,4.742
254.177,-12.224,-4.190,5.838,-2.470,0.139,0.205,1.939,4.782,4.742
254.187,1.691,-2.011,6.258,-2.396,0.193,0.214,2.057,4.821,4.737
254.198,18.049,5.435,5.981,-2.169,0.455,0.280,2.208,5.067,4.789
254.208,7.551,5.352,5.063,-2.128,0.566,0.376,2.088,5.150,4.859
254.218,10.480,4.797,4.750,-2.103,0.632,0.459,2.013,5.179,4.909
254.230,9.137,4.274,5.189,-2.034,0.680,0.545,2.110,5.187,4.958
254.241,1.569,8.624,5.522,-1.835,0.876,0.665,2.301,5.347,5.046
254.252,6.086,7.535,6.076,-1.776,0.917,0.776,2.393,5.364,5.134
254.262,-12.347,4.168,6.808,-1.697,0.931,0.883,2.611,5.363,5.227
254.273,-29.925,-2.598,6.665,-1.826,0.812,0.936,2.461,5.230,5.266
254.284,2.179,0.013,6.305,-1.737,0.923,0.967,2.503,5.324,5.279
254.294,-5.755,-2.572,6.250,-1.749,0.915,0.998,2.478,5.296,5.289
254.305,-15.154,-7.671,5.548,-1.964,0.748,0.974,2.158,5.106,5.241
254.316,10.114,-8.120,5.525,-2.066,0.652,0.910,2.034,4.983,5.147
254.326,-13.811,-10.026,6.010,-2.119,0.558,0.855,2.062,4.870,5.069
254.337,-23.089,-16.436,6.901,-2.339,0.234,0.740,2.071,4.541,4.943
254.348,-8.196,-12.433,6.813,-2.344,0.226,0.632,2.079,4.531,4.828
254.358,-9.417,-11.736,6.425,-2.447,0.174,0.554,1.875,4.475,4.742
254.369,-16.131,-13.189,6.097,-2.633,0.061,0.468,1.541,4.355,4.644
254.380,-19.061,-14.228,5.917,-2.832,-0.078,0.359,1.226,4.207,4.521
254.391,-28.460,-21.686,6.194,-3.170,-0.420,0.204,0.910,3.860,4.355
254.402,-25.775,-23.256,7.209,-3.363,-0.668,0.014,0.856,3.622,4.168
254.413,-66.303,-28.635,7.010,-3.717,-0.990,-0.202,0.465,3.315,3.957
254.424,-28.338,-31.841,6.418,-4.108,-1.342,-0.485,0.024,2.976,3.678
254.435,-62.031,-42.114,5.945,-4.780,-1.965,-0.842,-0.718,2.367,3.322
254.446,-34.930,-43.325,6.008,-5.224,-2.415,-1.264,-1.111,1.936,2.906
254.457,-80.342,-54.402,6.644,-5.955,-3.182,-1.751,-1.718,1.202,2.435
254.468,-70.942,-57.174,7.279,-6.586,-3.855,-2.311,-2.200,0.578,1.906
254.479,-101.705,-69.970,7.606,-7.562,-4.839,-2.947,-3.081,-0.342,1.313
254.490,-93.892,-75.215,7.247,-8.461,-5.670,-3.665,-4.030,-1.100,0.645
254.501,-89.009,-82.296,6.227,-9.595,-6.682,-4.470,-5.321,-2.036,-0.109
254.512,-90.474,-86.501,5.486,-10.602,-7.626,-5.323,-6.356,-2.906,-0.913
254.523,-103.170,-92.276,5.670,-11.611,-8.662,-6.227,-7.203,-3.858,-1.759
254.535,-92.183,-94.382,6.238,-12.557,-9.652,-7.180,-7.938,-4.748,-2.640
254.546,-122.579,-103.084,6.557,-13.734,-10.873,-8.175,-8.888,-5.850,-3.543
254.557,-102.437,-100.486,6.715,-14.652,-11.809,-9.185,-9.621,-6.653,-4.449
254.568,-110.494,-105.117,7.074,-15.760,-12.953,-10.203,-10.494,-7.650,-5.348
254.579,-111.227,-105.049,7.214,-16.713,-13.934,-11.224,-11.220,-8.470,-6.237
254.590,-99.752,-103.189,7.328,-17.645,-14.877,-12.237,-11.945,-9.244,-7.107
254.601,-106.466,-100.839,7.701,-18.502,-15.748,-13.212,-12.586,-9.934,-7.926
254.612,-92.915,-96.634,7.590,-19.325,-16.558,-14.164,-13.237,-10.556,-8.713
254.623,-81.685,-90.811,7.193,-20.090,-17.310,-15.054,-13.825,-11.119,-9.433
254.635,-58.735,-83.710,6.461,-20.789,-17.926,-15.867,-14.489,-11.549,-10.077
254.646,-52.631,-72.070,5.586,-21.277,-18.277,-16.519,-15.007,-11.674,-10.519
254.656,-12.957,-57.081,4.046,-21.569,-18.443,-17.010,-15.320,-11.637,-10.818
254.667,-30.291,-44.092,2.923,-21.667,-18.449,-17.338,-15.392,-11.467,-10.974
254.677,-3.679,-34.519,2.752,-21.753,-18.492,-17.573,-15.368,-11.346,-11.047
254.688,-1.604,-21.498,3.588,-21.520,-18.350,-17.682,-14.754,-11.038,-10.988
254.698,5.231,-13.143,4.636,-21.223,-18.134,-17.659,-14.095,-10.649,-10.785
254.709,12.067,-5.349,5.431,-20.893,-17.841,-17.544,-13.490,-10.179,-10.484
254.720,-9.905,3.406,5.609,-20.451,-17.409,-17.322,-12.836,-9.573,-10.076
254.730,33.552,11.698,4.993,-20.042,-16.984,-17.046,-12.284,-8.992,-9.629
254.741,32.820,16.569,4.917,-19.532,-16.491,-16.687,-11.578,-8.361,-9.114
254.751,19.880,19.887,4.609,-19.117,-16.049,-16.295,-11.076,-7.792,-8.579
254.762,32.209,24.240,4.721,-18.620,-15.556,-15.874,-10.440,-7.189,-8.030
254.772,52.962,27.031,5.449,-18.051,-15.058,-15.421,-9.598,-6.582,-7.449
254.783,25.862,25.750,5.617,-17.533,-14.561,-14.937,-8.923,-5.982,-6.843
254.793,23.786,29.344,5.094,-17.027,-13.992,-14.449,-8.444,-5.326,-6.249
254.804,36.238,34.605,4.281,-16.504,-13.375,-13.930,-8.028,-4.646,-5.647
254.814,51.985,37.959,4.682,-15.891,-12.778,-13.381,-7.315,-4.000,-5.028
254.825,29.646,38.214,6.153,-15.157,-12.172,-12.784,-6.253,-3.339,-4.357
254.836,30.256,43.454,6.553,-14.352,-11.424,-12.157,-5.263,-2.535,-3.650
254.846,42.220,47.085,5.967,-13.628,-10.677,-11.495,-4.540,-1.751,-2.929
254.857,72.982,53.360,5.516,-12.869,-9.887,-10.810,-3.820,-0.946,-2.206
254.867,82.260,58.646,5.053,-12.134,-9.103,-10.087,-3.180,-0.166,-1.464
254.878,73.837,61.280,4.839,-11.337,-8.287,-9.315,-2.434,0.624,-0.693
254.888,71.517,60.274,4.974,-10.546,-7.520,-8.539,-1.616,1.353,0.069
254.899,41.853,62.089,4.828,-9.680,-6.643,-7.735,-0.814,2.178,0.845
254.909,47.713,64.561,4.044,-8.998,-5.863,-6.945,-0.390,2.885,1.586
254.920,76.034,64.972,2.780,-8.435,-5.117,-6.166,-0.277,3.530,2.285
254.930,68.099,65.771,2.537,-7.714,-4.336,-5.383,0.225,4.188,2.967
254.941,61.141,64.456,3.805,-6.957,-3.652,-4.614,1.042,4.753,3.636
254.951,69.686,60.663,3.862,-6.281,-2.968,-3.864,1.608,5.318,4.286
254.962,58.089,58.123,3.043,-5.640,-2.257,-3.140,1.995,5.891,4.889
254.972,53.328,56.730,3.308,-4.976,-1.610,-2.453,2.577,6.389,5.445
254.983,61.385,53.896,3.677,-4.337,-1.013,-1.789,3.178,6.836,5.974
254.994,18.171,49.427,3.671,-3.717,-0.406,-1.143,3.694,7.289,6.481
255.004,17.072,48.584,3.649,-3.114,0.189,-0.533,4.175,7.723,6.942
255.015,39.900,41.845,3.192,-2.775,0.573,0.016,4.274,7.938,7.333
255.026,34.651,38.595,2.934,-2.428,0.959,0.487,4.388,8.147,7.636
255.036,34.285,32.631,3.596,-2.128,1.221,0.899,4.618,8.235,7.880
255.047,26.960,26.856,3.650,-1.891,1.477,1.257,4.677,8.325,8.077
255.057,41.731,24.843,2.522,-1.742,1.790,1.575,4.335,8.460,8.221
255.068,13.532,21.271,2.121,-1.571,2.022,1.866,4.222,8.498,8.321
255.079,-5.755,15.384,2.713,-1.449,2.097,2.093,4.290,8.390,8.365
255.089,15.974,13.611,2.567,-1.333,2.219,2.272,4.249,8.336,8.367
255.099,6.086,9.798,2.278,-1.261,2.303,2.429,4.146,8.239,8.340
255.110,-22.479,3.610,2.869,-1.176,2.300,2.545,4.270,8.062,8.280
255.120,-28.704,-0.492,2.521,-1.200,2.271,2.601,4.115,7.868,8.166
255.131,5.231,-2.472,1.851,-1.289,2.205,2.600,3.833,7.631,7.987
255.141,-1.726,-5.844,2.405,-1.348,2.077,2.573,3.775,7.338,7.787
255.152,-16.985,-12.000,2.948,-1.504,1.863,2.504,3.612,6.977,7.561
255.163,-26.263,-15.120,2.994,-1.651,1.700,2.399,3.377,6.677,7.310
255.173,0.104,-15.582,2.426,-1.848,1.543,2.260,2.974,6.383,7.022
255.184,-30.169,-19.469,2.349,-2.075,1.320,2.111,2.622,6.027,6.728
255.194,-31.146,-21.711,2.839,-2.246,1.120,1.940,2.404,5.703,6.420
255.205,-38.959,-24.751,3.188,-2.455,0.882,1.746,2.159,5.355,6.106
255.215,-33.343,-24.201,2.608,-2.693,0.711,1.542,1.686,5.078,5.785
255.226,-7.830,-21.542,1.911,-2.925,0.542,1.332,1.226,4.795,5.449
255.236,-23.944,-23.972,1.995,-3.200,0.263,1.122,0.870,4.405,5.117
255.247,-36.639,-24.630,2.548,-3.337,0.061,0.919,0.789,4.106,4.806
255.257,-14.666,-23.719,2.289,-3.582,-0.168,0.695,0.435,3.788,4.481
255.268,-7.586,-22.778,1.997,-3.790,-0.351,0.490,0.103,3.517,4.177
255.278,-26.385,-24.083,2.292,-3.973,-0.559,0.296,-0.095,3.226,3.891
255.289,-23.822,-23.769,2.449,-4.176,-0.754,0.094,-0.374,2.958,3.605
255.299,-14.422,-23.414,2.093,-4.395,-0.909,-0.098,-0.783,2.733,3.333
255.310,-17.718,-22.402,1.391,-4.651,-1.063,-0.290,-1.311,2.502,3.057
255.320,-24.676,-21.227,1.401,-4.797,-1.210,-0.466,-1.512,2.277,2.794
255.331,-16.375,-18.158,2.076,-4.786,-1.273,-0.611,-1.387,2.146,2.577
255.341,-22.112,-16.244,2.048,-4.808,-1.322,-0.725,-1.398,2.039,2.400
255.351,-26.019,-15.241,1.752,-4.888,-1.404,-0.832,-1.519,1.896,2.227
255.362,-20.526,-10.751,1.460,-4.860,-1.363,-0.902,-1.567,1.872,2.091
255.372,-2.825,-5.935,0.799,-4.868,-1.289,-0.935,-1.804,1.875,1.985
255.383,10.724,-2.644,0.424,-4.839,-1.212,-0.935,-1.939,1.872,1.906
255.394,4.010,-1.046,0.715,-4.757,-1.141,-0.905,-1.889,1.864,1.859
255.404,4.010,0.115,1.301,-4.642,-1.090,-0.865,-1.690,1.846,1.831
255.414,-8.074,2.147,1.347,-4.487,-0.970,-0.797,-1.512,1.900,1.836
255.425,3.644,2.940,1.030,-4.384,-0.869,-0.722,-1.460,1.931,1.844
255.435,7.795,5.187,1.001,-4.250,-0.751,-0.639,-1.351,1.977,1.859
255.446,11.701,6.236,0.783,-4.132,-0.610,-0.532,-1.343,2.044,1.896
255.456,12.556,6.510,0.212,-4.070,-0.495,-0.424,-1.463,2.079,1.928
255.467,12.556,7.438,0.471,-3.947,-0.386,-0.314,-1.376,2.105,1.958
255.477,11.701,9.903,1.091,-3.754,-0.254,-0.190,-1.112,2.163,2.013
255.488,18.293,10.345,1.273,-3.530,-0.084,-0.041,-0.838,2.264,2.096
255.498,18.049,10.298,1.307,-3.307,0.101,0.115,-0.601,2.379,2.187
255.508,3.766,10.409,1.593,-3.113,0.260,0.271,-0.398,2.469,2.279
255.519,-7.586,11.340,1.769,-2.848,0.507,0.452,-0.158,2.649,2.400
255.530,1.813,10.951,1.417,-2.707,0.673,0.619,-0.141,2.740,2.498
255.541,19.270,12.242,1.178,-2.533,0.827,0.775,-0.004,2.815,2.579
255.552,7.428,13.094,0.934,-2.306,1.052,0.955,0.145,2.955,2.681
255.563,13.532,12.114,0.760,-2.164,1.214,1.126,0.156,3.028,2.768
255.573,13.776,12.706,0.520,-1.986,1.402,1.292,0.220,3.124,2.848
255.584,10.114,11.797,0.559,-1.788,1.558,1.457,0.418,3.186,2.925
255.595,3.156,10.472,-0.036,-1.657,1.713,1.607,0.397,3.241,2.982
255.605,8.283,8.967,-0.465,-1.570,1.830,1.732,0.315,3.252,3.005
255.616,20.124,6.756,-1.197,-1.565,1.881,1.821,0.112,3.190,2.985
255.626,7.551,6.980,-2.100,-1.499,1.992,1.902,-0.041,3.173,2.943
255.637,-3.801,4.517,-2.249,-1.440,2.031,1.972,-0.064,3.078,2.884
255.647,6.452,1.763,-2.366,-1.456,2.002,2.002,-0.174,2.918,2.788
255.658,-0.017,-0.843,-2.674,-1.509,1.947,2.002,-0.350,2.733,2.660
255.668,4.377,-2.447,-2.233,-1.495,1.881,1.978,-0.288,2.543,2.513
255.679,-16.863,-3.130,-1.723,-1.453,1.850,1.958,-0.202,2.400,2.383
255.689,-15.398,-8.667,-1.295,-1.549,1.692,1.906,-0.271,2.140,2.229
255.700,-8.806,-8.990,-0.860,-1.594,1.571,1.815,-0.255,1.931,2.048
255.710,-3.313,-7.416,-1.031,-1.626,1.523,1.736,-0.348,1.798,1.883
255.721,-15.398,-7.281,-1.260,-1.678,1.475,1.676,-0.508,1.665,1.738
255.731,-25.775,-8.273,-1.246,-1.717,1.399,1.611,-0.567,1.506,1.589
255.742,-19.305,-11.296,-1.625,-1.842,1.259,1.519,-0.756,1.284,1.414
255.752,-5.266,-9.791,-2.155,-1.975,1.162,1.407,-1.067,1.102,1.216
255.763,-8.196,-7.414,-2.298,-2.028,1.141,1.328,-1.290,0.993,1.049
255.773,-12.347,-6.786,-2.306,-2.003,1.140,1.270,-1.305,0.908,0.908
255.784,-18.694,-8.744,-2.344,-2.093,1.046,1.198,-1.482,0.734,0.757
255.796,-1.482,-6.456,-2.495,-2.179,1.016,1.118,-1.783,0.621,0.595
255.807,4.865,-3.871,-2.737,-2.179,1.016,1.063,-1.873,0.537,0.458
255.818,14.875,-0.275,-3.089,-2.113,1.104,1.048,-1.952,0.537,0.358
255.829,9.748,1.223,-3.542,-2.160,1.139,1.052,-2.276,0.478,0.272
255.840,1.081,2.100,-3.775,-2.133,1.162,1.064,-2.339,0.402,0.189
255.851,-11.858,1.428,-3.924,-2.138,1.195,1.088,-2.525,0.336,0.121
255.861,-8.440,-2.714,-4.230,-2.253,1.124,1.079,-2.830,0.167,0.017
255.872,9.260,-2.998,-3.912,-2.250,1.070,1.036,-2.796,0.020,-0.115
255.882,9.870,-1.602,-3.224,-2.176,1.049,1.002,-2.600,-0.081,-0.228
255.893,-5.510,-2.816,-1.885,-2.088,1.020,0.986,-2.330,-0.172,-0.302
255.904,-2.825,-2.886,-0.837,-2.032,0.963,0.960,-2.088,-0.267,-0.365
255.914,2.790,-3.598,-0.302,-2.048,0.905,0.938,-2.052,-0.348,-0.408
255.924,-1.482,-1.126,-0.394,-1.991,0.986,0.942,-2.088,-0.292,-0.428
255.936,-9.539,-1.636,-0.541,-2.005,0.969,0.944,-2.148,-0.341,-0.455
255.946,26.106,4.757,-0.454,-1.779,1.181,0.982,-1.930,-0.154,-0.437
255.957,9.137,3.834,-0.915,-1.820,1.215,1.041,-2.177,-0.148,-0.403
255.967,17.316,7.813,-1.404,-1.673,1.386,1.116,-2.131,-0.014,-0.360
255.977,6.574,8.061,-1.491,-1.535,1.484,1.212,-1.958,0.041,-0.301
255.987,6.818,9.409,-1.279,-1.431,1.582,1.309,-1.893,0.100,-0.239
255.998,2.301,10.160,-1.754,-1.335,1.736,1.427,-1.978,0.211,-0.158
256.008,11.335,9.256,-2.479,-1.302,1.813,1.531,-2.096,0.234,-0.102
256.018,14.265,13.032,-2.898,-1.075,2.049,1.657,-1.960,0.409,-0.032
256.029,13.532,14.548,-2.213,-0.839,2.234,1.803,-1.682,0.535,0.060
256.039,9.992,13.805,-1.616,-0.721,2.337,1.952,-1.592,0.586,0.164
256.049,23.298,16.680,-2.030,-0.502,2.593,2.118,-1.510,0.790,0.284
256.060,23.298,19.424,-2.398,-0.214,2.877,2.312,-1.283,1.012,0.424
256.070,24.397,19.463,-2.088,0.011,3.044,2.505,-1.002,1.119,0.564
256.080,10.847,17.357,-1.658,0.171,3.175,2.693,-0.849,1.194,0.703
256.091,15.119,17.741,-1.859,0.370,3.377,2.877,-0.725,1.338,0.836
256.101,19.880,18.535,-2.805,0.492,3.586,3.060,-0.862,1.480,0.958
256.111,19.514,17.274,-3.121,0.620,3.746,3.234,-0.886,1.562,1.062
256.122,6.208,17.320,-2.571,0.851,3.910,3.406,-0.594,1.653,1.167
256.132,28.547,18.518,-2.958,1.024,4.080,3.568,-0.496,1.750,1.262
256.142,28.425,17.871,-3.343,1.177,4.234,3.735,-0.436,1.823,1.353
256.152,15.241,17.319,-2.633,1.424,4.389,3.903,-0.084,1.900,1.449
256.163,12.189,14.631,-1.880,1.525,4.457,4.051,0.006,1.903,1.537
256.173,26.960,20.242,-2.383,1.800,4.789,4.225,0.081,2.167,1.648
256.183,34.285,24.107,-3.101,2.040,5.087,4.433,0.110,2.385,1.784
256.194,18.049,24.245,-3.044,2.254,5.304,4.662,0.225,2.517,1.935
256.204,25.373,22.508,-2.475,2.433,5.444,4.873,0.397,2.578,2.073
256.214,34.529,25.713,-2.468,2.743,5.749,5.099,0.634,2.808,2.230
256.225,40.388,26.976,-2.696,3.007,6.022,5.342,0.789,2.999,2.399
256.235,31.843,29.506,-2.073,3.409,6.341,5.609,1.267,3.237,2.592
256.245,4.865,24.939,-1.475,3.583,6.434,5.859,1.525,3.259,2.777
256.256,26.350,23.407,-2.732,3.686,6.629,6.089,1.343,3.375,2.933
256.267,24.641,23.267,-2.795,3.910,6.866,6.312,1.439,3.520,3.070
256.278,3.766,16.243,-2.032,3.936,6.828,6.490,1.499,3.398,3.166
256.288,-15.520,10.036,-1.475,3.899,6.752,6.599,1.458,3.252,3.205
256.299,13.654,10.689,-1.949,3.949,6.847,6.680,1.332,3.278,3.217
256.310,11.457,8.508,-2.381,3.918,6.851,6.747,1.141,3.207,3.208
256.321,-4.534,1.800,-1.515,3.826,6.672,6.762,1.144,2.961,3.150
256.331,-25.531,-4.287,-0.939,3.644,6.456,6.718,0.960,2.690,3.047
256.342,-25.653,-9.047,-0.938,3.428,6.260,6.625,0.643,2.449,2.903
256.352,-8.196,-10.444,-1.679,3.172,6.129,6.499,0.069,2.267,2.720
256.363,-16.741,-13.743,-1.477,2.925,5.877,6.338,-0.222,1.968,2.503
256.374,-55.439,-21.865,-0.947,2.525,5.425,6.118,-0.562,1.482,2.239
256.385,-14.544,-22.745,-1.217,2.174,5.100,5.843,-1.005,1.128,1.922
256.395,-11.736,-21.331,-2.135,1.878,4.878,5.580,-1.492,0.871,1.614
256.406,-27.728,-24.315,-2.036,1.554,4.547,5.310,-1.842,0.508,1.301
256.417,-28.949,-26.957,-1.006,1.229,4.147,5.004,-2.041,0.090,0.965
256.427,-31.146,-27.369,-0.723,0.964,3.847,4.712,-2.251,-0.212,0.657
256.438,-16.497,-24.402,-1.696,0.662,3.653,4.422,-2.789,-0.416,0.346
256.448,-15.154,-24.750,-2.006,0.339,3.356,4.140,-3.182,-0.727,0.039
256.459,-32.611,-25.291,-1.248,0.117,3.065,3.847,-3.276,-1.018,-0.266
256.471,-20.770,-25.204,-1.215,-0.182,2.752,3.546,-3.549,-1.320,-0.568
256.481,-22.357,-24.111,-1.499,-0.415,2.527,3.268,-3.798,-1.531,-0.844
256.492,-20.892,-22.242,-1.881,-0.589,2.367,3.023,-4.002,-1.683,-1.090
256.502,-16.131,-20.214,-1.332,-0.730,2.155,2.782,-3.997,-1.879,-1.325
256.513,-25.286,-18.731,-1.419,-0.929,1.951,2.561,-4.175,-2.061,-1.532
256.524,4.743,-18.001,-2.206,-1.176,1.761,2.342,-4.536,-2.234,-1.744
256.534,-10.760,-16.061,-2.784,-1.335,1.645,2.153,-4.784,-2.344,-1.932
256.545,-27.972,-17.021,-2.380,-1.481,1.458,1.972,-4.845,-2.521,-2.110
256.555,-26.873,-16.446,-2.123,-1.624,1.275,1.786,-4.899,-2.685,-2.283
