R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GRawX,GPT1X,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
60.848,-9.334,-5.649,-1.438,-9.376,9.510,0.451,-0.590,10.153,-44.289,-3.329,5.661,5.975,6.327,0.340,0.643,1.129
60.858,-3.230,-9.062,-5.821,-4.102,9.144,0.447,-0.671,10.154,-20.738,-3.782,5.341,5.683,6.163,-0.004,0.367,0.973
60.868,-7.258,-7.860,-6.734,5.295,11.184,0.297,-0.569,10.175,22.090,-3.202,5.247,5.549,5.997,-0.028,0.249,0.817
60.878,-12.996,-8.637,8.138,0.302,9.611,0.166,-0.487,10.146,1.375,-2.752,5.058,5.343,5.839,-0.170,0.071,0.679
60.888,-19.954,-10.721,8.361,0.848,9.216,0.330,-0.438,10.121,3.901,-2.480,4.859,5.121,5.672,-0.312,-0.121,0.534
60.898,3.605,-8.040,-7.287,1.071,11.608,0.281,-0.383,10.142,4.470,-2.163,4.772,5.021,5.506,-0.351,-0.186,0.396
60.909,20.085,-2.806,-3.924,-9.153,8.900,0.190,-0.532,10.119,-43.281,-3.012,4.750,5.046,5.380,-0.408,-0.127,0.298
60.919,26.433,1.306,5.027,-3.441,8.821,0.120,-0.682,10.093,-18.732,-3.871,4.760,5.104,5.296,-0.448,-0.051,0.227
60.929,18.498,6.084,-1.489,10.792,13.304,0.123,-0.474,10.163,38.893,-2.675,4.925,5.225,5.260,-0.205,0.088,0.208
60.939,12.761,9.528,-1.036,1.078,10.725,0.105,-0.325,10.193,5.717,-1.828,5.074,5.349,5.279,0.009,0.248,0.260
60.949,28.875,14.591,5.789,-3.771,7.312,0.202,-0.368,10.154,-22.029,-2.078,5.284,5.581,5.341,0.217,0.513,0.355
60.960,20.696,15.724,0.759,0.223,11.242,0.238,-0.386,10.170,1.135,-2.176,5.410,5.710,5.428,0.362,0.669,0.469
60.970,6.657,13.604,1.657,-4.439,10.559,0.272,-0.440,10.187,-22.567,-2.476,5.405,5.714,5.508,0.370,0.701,0.576
60.980,25.701,13.420,-2.329,0.481,9.417,0.304,-0.492,10.171,2.844,-2.774,5.434,5.756,5.567,0.399,0.762,0.653
60.990,9.221,15.086,-10.060,3.808,12.815,0.085,-0.408,10.209,13.163,-2.292,5.594,5.894,5.644,0.609,0.922,0.753
61.000,20.818,12.714,6.435,-4.404,8.303,0.188,-0.442,10.171,-22.754,-2.492,5.514,5.823,5.705,0.539,0.878,0.840
61.010,19.231,14.151,7.599,3.133,8.282,0.226,-0.481,10.161,15.582,-2.711,5.633,5.956,5.770,0.653,1.027,0.920
61.021,-3.230,10.831,-0.181,0.783,11.838,0.284,-0.455,10.183,3.788,-2.562,5.580,5.904,5.825,0.620,0.999,0.997
61.031,21.428,11.836,1.226,-4.339,7.635,0.348,-0.418,10.210,-29.312,-2.345,5.626,5.953,5.864,0.684,1.072,1.059
61.041,-16.170,8.337,-9.342,2.120,12.765,0.177,-0.405,10.240,7.637,-2.265,5.561,5.889,5.897,0.638,1.030,1.112
61.051,-4.695,4.810,-0.124,-5.050,9.733,0.165,-0.470,10.231,-27.436,-2.632,5.353,5.711,5.884,0.413,0.878,1.122
61.061,-15.926,1.961,6.708,2.845,9.647,0.274,-0.433,10.225,13.620,-2.426,5.235,5.591,5.844,0.318,0.778,1.097
61.071,5.436,1.346,1.722,-0.394,12.363,0.391,-0.410,10.252,-1.812,-2.291,5.113,5.463,5.781,0.229,0.679,1.057
61.082,-0.544,-0.578,-0.512,-2.305,8.361,0.351,-0.414,10.262,-15.398,-2.315,4.972,5.334,5.710,0.099,0.576,1.008
61.092,-16.414,-3.350,-9.608,6.603,12.435,0.327,-0.407,10.242,22.804,-2.279,4.784,5.160,5.616,-0.083,0.426,0.932
61.102,-5.671,-6.156,5.221,-3.089,9.582,0.394,-0.410,10.265,-15.813,-2.288,4.485,4.873,5.485,-0.362,0.174,0.829
61.112,-35.457,-11.280,9.741,-0.078,8.605,0.424,-0.416,10.252,-0.346,-2.326,4.210,4.597,5.333,-0.607,-0.069,0.701
61.122,-19.222,-14.412,-3.292,-3.477,12.550,0.391,-0.502,10.275,-15.009,-2.796,3.852,4.265,5.126,-0.965,-0.366,0.520
61.132,-19.832,-12.037,-3.457,-7.472,8.497,0.396,-0.578,10.311,-39.180,-3.210,3.735,4.180,4.929,-1.093,-0.421,0.346
61.143,-8.357,-11.745,-6.181,3.521,8.806,0.243,-0.586,10.265,18.130,-3.267,3.541,3.992,4.729,-1.267,-0.584,0.163
61.153,-15.193,-9.816,2.268,3.873,11.486,0.148,-0.490,10.258,18.313,-2.739,3.492,3.920,4.558,-1.252,-0.624,0.018
61.163,15.324,-6.091,12.658,-2.119,9.094,0.401,-0.473,10.250,-7.746,-2.646,3.430,3.842,4.402,-1.254,-0.665,-0.106
61.173,19.109,-0.462,-3.809,-0.409,10.452,0.351,-0.506,10.254,-2.107,-2.824,3.497,3.908,4.300,-1.153,-0.565,-0.180
61.183,1.774,1.356,-12.216,-4.174,11.551,0.320,-0.507,10.273,-13.949,-2.827,3.501,3.894,4.238,-1.088,-0.543,-0.210
61.193,7.023,3.115,6.277,-3.872,7.743,0.388,-0.558,10.232,-21.239,-3.125,3.561,3.962,4.199,-1.010,-0.447,-0.223
61.204,12.395,5.661,8.009,8.119,9.963,0.423,-0.596,10.196,32.438,-3.346,3.609,4.035,4.172,-0.975,-0.354,-0.233
61.214,9.221,7.352,1.923,7.084,11.774,0.516,-0.364,10.217,30.720,-2.038,3.736,4.106,4.176,-0.738,-0.249,-0.196
61.224,0.553,4.980,-1.553,-9.850,8.160,0.526,-0.339,10.220,-49.884,-1.899,3.633,3.999,4.175,-0.792,-0.312,-0.154
61.234,5.925,5.072,-4.564,-4.181,9.151,0.477,-0.454,10.198,-22.248,-2.549,3.575,3.996,4.161,-0.891,-0.281,-0.137
61.244,-10.310,3.784,-0.720,3.722,11.802,0.450,-0.407,10.205,17.482,-2.283,3.594,3.993,4.149,-0.809,-0.253,-0.120
61.255,-5.793,1.834,10.854,-0.459,9.280,0.404,-0.369,10.215,-1.843,-2.068,3.497,3.879,4.112,-0.847,-0.330,-0.123
61.265,-23.738,0.623,2.433,1.020,9.963,0.433,-0.339,10.194,5.686,-1.907,3.482,3.845,4.072,-0.800,-0.328,-0.129
61.275,-19.344,-3.809,-12.654,0.797,13.627,0.487,-0.294,10.204,2.458,-1.650,3.261,3.607,3.991,-0.959,-0.525,-0.172
61.285,-31.551,-8.819,-8.674,-2.794,11.134,0.186,-0.321,10.252,-11.204,-1.798,2.997,3.344,3.870,-1.182,-0.745,-0.254
61.295,-9.456,-12.127,9.561,1.293,6.018,0.124,-0.334,10.219,6.535,-1.877,2.652,3.001,3.689,-1.488,-1.046,-0.400
61.306,-19.954,-13.748,4.812,3.478,9.194,0.296,-0.232,10.145,18.537,-1.311,2.466,2.762,3.499,-1.555,-1.237,-0.548
61.316,-15.926,-14.848,-1.999,-3.002,13.972,0.329,-0.184,10.167,-12.016,-1.042,2.248,2.507,3.301,-1.673,-1.436,-0.698
61.326,-30.941,-17.831,2.857,-3.132,10.480,0.348,-0.256,10.207,-16.091,-1.441,1.984,2.245,3.087,-1.888,-1.645,-0.866
61.336,-36.922,-22.670,-0.432,3.262,8.562,0.384,-0.275,10.196,20.844,-1.546,1.586,1.841,2.827,-2.231,-1.999,-1.083
61.347,-19.710,-24.925,-5.211,5.166,10.078,0.232,-0.091,10.218,24.495,-0.512,1.272,1.452,2.498,-2.375,-2.314,-1.350
61.358,-33.626,-28.858,-7.431,8.363,12.988,0.041,0.145,10.265,29.217,0.812,0.843,0.978,2.150,-2.661,-2.696,-1.619
61.369,-33.626,-28.676,-4.966,11.395,12.909,-0.105,0.440,10.337,39.504,2.439,0.522,0.636,1.801,-2.849,-2.926,-1.868
61.380,-50.472,-31.264,-3.414,9.693,10.732,-0.207,0.701,10.355,40.737,3.877,0.134,0.214,1.464,-3.063,-3.212,-2.082
61.391,-27.889,-30.643,-7.230,4.577,9.985,-0.344,0.826,10.334,20.380,4.570,-0.188,-0.126,1.123,-3.221,-3.403,-2.285
61.402,-34.115,-27.721,-13.014,3.442,12.054,-0.606,0.888,10.346,10.986,4.902,-0.388,-0.312,0.822,-3.299,-3.437,-2.445
61.413,-30.574,-29.765,-10.039,7.745,12.011,-0.805,1.028,10.360,26.340,5.653,-0.779,-0.705,0.511,-3.541,-3.674,-2.612
61.424,-31.185,-28.092,-3.012,11.812,9.510,-0.840,1.254,10.365,49.842,6.880,-1.008,-0.963,0.215,-3.569,-3.763,-2.750
61.435,-16.048,-24.789,-0.885,9.549,9.582,-0.781,1.446,10.342,44.801,7.944,-1.159,-1.158,-0.040,-3.488,-3.772,-2.832
61.446,-26.668,-23.670,-8.128,3.858,12.363,-0.866,1.451,10.318,14.624,7.985,-1.361,-1.332,-0.257,-3.552,-3.759,-2.871
61.457,-27.034,-23.145,-3.393,7.128,10.121,-0.867,1.508,10.305,33.748,8.304,-1.528,-1.495,-0.462,-3.550,-3.739,-2.900
61.468,-17.390,-19.760,0.687,8.018,7.276,-0.742,1.616,10.260,47.677,8.934,-1.583,-1.607,-0.651,-3.347,-3.662,-2.908
61.479,-3.230,-16.951,-1.819,6.179,11.493,-0.641,1.705,10.257,27.983,9.428,-1.671,-1.705,-0.799,-3.241,-3.567,-2.871
61.490,-7.136,-13.390,-0.030,4.642,13.376,-0.550,1.709,10.292,19.147,9.419,-1.721,-1.725,-0.906,-3.153,-3.397,-2.795
61.501,-5.915,-9.563,0.141,-0.286,8.641,-0.477,1.560,10.269,-1.902,8.634,-1.699,-1.663,-0.969,-3.016,-3.156,-2.682
61.512,0.920,-8.072,-7.165,-5.093,8.828,-0.528,1.315,10.255,-24.144,7.302,-1.838,-1.692,-1.024,-3.151,-3.022,-2.579
61.523,-9.334,-7.597,1.032,1.142,10.983,-0.474,1.227,10.240,5.917,6.832,-1.876,-1.697,-1.064,-3.090,-2.879,-2.474
61.534,13.860,-3.270,2.002,-3.491,8.440,-0.368,1.027,10.217,-21.935,5.741,-1.901,-1.646,-1.094,-3.084,-2.689,-2.368
61.545,9.099,-2.443,-4.241,-7.119,10.365,-0.312,0.772,10.197,-32.461,4.334,-2.024,-1.676,-1.111,-3.215,-2.598,-2.266
61.557,-15.193,-2.511,-2.732,-2.327,13.153,-0.412,0.495,10.285,-9.833,2.755,-2.084,-1.654,-1.120,-3.286,-2.475,-2.176
61.568,15.080,-1.072,1.815,-4.109,9.266,-0.338,0.527,10.295,-23.530,2.933,-2.096,-1.673,-1.142,-3.205,-2.416,-2.121
61.578,6.291,-0.004,-2.214,-4.382,12.032,-0.294,0.406,10.290,-19.717,2.263,-2.098,-1.626,-1.144,-3.202,-2.301,-2.056
61.588,21.428,2.584,5.487,0.991,9.791,-0.232,0.310,10.296,5.053,1.727,-2.026,-1.531,-1.136,-3.096,-2.146,-1.990
61.598,18.010,6.086,-6.569,1.387,9.604,-0.289,0.349,10.277,6.801,1.949,-1.818,-1.338,-1.089,-2.803,-1.896,-1.884
61.608,18.010,10.021,-4.233,5.942,11.134,-0.314,0.380,10.286,26.525,2.120,-1.564,-1.095,-1.004,-2.475,-1.598,-1.742
61.619,-8.601,8.868,1.686,3.693,8.576,-0.272,0.499,10.253,22.918,2.787,-1.433,-1.020,-0.902,-2.200,-1.461,-1.575
61.631,10.075,10.507,-3.421,2.917,8.907,-0.289,0.558,10.179,17.010,3.143,-1.280,-0.907,-0.786,-1.905,-1.266,-1.374
61.642,15.447,13.915,-8.501,2.385,9.934,-0.378,0.520,10.148,10.345,2.933,-1.006,-0.627,-0.629,-1.561,-0.912,-1.139
61.654,-10.188,8.487,-11.720,2.306,10.674,-0.542,0.511,10.148,8.283,2.880,-1.028,-0.640,-0.490,-1.522,-0.854,-0.927
61.666,27.410,11.431,-11.030,1.782,11.874,-0.694,0.552,10.222,6.278,3.086,-0.952,-0.566,-0.392,-1.368,-0.708,-0.755
61.678,16.789,11.488,-10.858,1.868,12.334,-1.086,0.585,10.318,6.490,3.233,-0.865,-0.477,-0.260,-1.211,-0.549,-0.551
61.688,20.207,12.151,-9.112,-1.436,12.032,-1.223,0.546,10.368,-5.439,3.000,-0.768,-0.365,-0.145,-1.078,-0.383,-0.381
61.698,26.433,16.605,11.817,-2.219,6.708,-1.117,0.465,10.357,-9.281,2.557,-0.497,-0.064,0.000,-0.800,-0.037,-0.188
61.708,10.441,14.867,4.337,4.606,9.632,-0.835,0.403,10.275,23.568,2.244,-0.403,0.039,0.153,-0.680,0.103,0.002
61.719,23.137,16.273,-8.279,1.401,12.262,-0.842,0.416,10.289,5.413,2.312,-0.232,0.208,0.300,-0.463,0.312,0.192
61.729,14.836,14.561,2.433,-3.139,9.130,-0.830,0.433,10.320,-18.388,2.401,-0.171,0.273,0.444,-0.364,0.416,0.377
61.739,3.605,16.336,5.789,2.292,10.351,-0.625,0.418,10.328,10.945,2.318,0.054,0.504,0.598,-0.108,0.680,0.566
61.749,28.142,16.923,-2.638,-3.556,12.154,-0.426,0.418,10.328,-15.963,2.318,0.201,0.649,0.753,0.080,0.862,0.759
61.759,-2.131,15.596,-4.104,-3.211,7.685,-0.451,0.364,10.261,-20.241,2.035,0.340,0.813,0.916,0.216,1.053,0.952
61.770,9.709,14.988,-5.505,8.543,10.739,-0.480,0.305,10.299,35.313,1.696,0.412,0.910,1.049,0.277,1.168,1.104
61.780,-19.954,7.271,9.755,-0.833,8.655,-0.222,0.327,10.249,-3.656,1.832,0.231,0.736,1.144,0.121,1.023,1.228
61.790,-20.686,3.705,9.080,-0.416,8.303,-0.044,0.358,10.199,-1.938,2.015,0.186,0.690,1.189,0.108,1.004,1.299
61.800,-23.982,-3.046,-4.111,1.703,14.626,0.011,0.396,10.240,6.399,2.219,-0.043,0.456,1.176,-0.081,0.801,1.313
61.810,-25.569,-7.693,-0.124,-1.400,9.877,0.015,0.408,10.290,-8.074,2.273,-0.235,0.254,1.110,-0.220,0.631,1.275
61.820,-26.180,-11.781,-3.651,2.041,10.272,-0.018,0.400,10.307,10.608,2.223,-0.475,0.009,0.997,-0.417,0.420,1.190
61.830,-32.528,-17.860,-1.934,-7.989,9.395,-0.048,0.386,10.295,-39.808,2.152,-0.871,-0.374,0.831,-0.784,0.076,1.058
61.841,-26.424,-22.004,6.514,4.419,9.668,0.100,0.454,10.312,20.769,2.527,-1.256,-0.760,0.605,-1.128,-0.276,0.857
61.851,-70.371,-32.268,3.296,11.561,12.550,0.224,0.629,10.318,41.721,3.489,-1.835,-1.372,0.317,-1.612,-0.841,0.605
61.861,-48.031,-36.081,4.402,-1.156,9.834,0.346,0.746,10.318,-6.128,4.135,-2.287,-1.831,-0.023,-1.986,-1.234,0.318
61.871,-41.683,-43.696,-4.550,-1.623,10.725,0.279,0.680,10.305,-7.936,3.779,-3.018,-2.529,-0.439,-2.693,-1.867,-0.046
61.881,-40.584,-45.350,-7.948,4.325,11.644,0.227,0.656,10.340,17.065,3.632,-3.613,-3.112,-0.900,-3.234,-2.385,-0.457
61.892,-50.961,-48.880,1.205,-2.356,9.230,0.188,0.613,10.323,-14.211,3.401,-4.265,-3.740,-1.385,-3.841,-2.940,-0.885
61.902,-39.120,-51.932,8.110,-4.411,7.427,0.356,0.502,10.275,-21.867,2.802,-4.937,-4.347,-1.894,-4.529,-3.477,-1.341
61.912,-64.145,-53.275,1.198,7.271,12.679,0.500,0.397,10.175,29.739,2.235,-5.523,-4.879,-2.421,-5.117,-3.947,-1.823
61.922,-82.822,-58.401,-4.241,4.850,11.946,0.415,0.474,10.206,20.947,2.663,-6.230,-5.577,-2.974,-5.753,-4.570,-2.317
61.932,-73.056,-61.363,-3.113,-7.694,7.887,0.354,0.551,10.223,-42.244,3.087,-6.927,-6.274,-3.561,-6.353,-5.177,-2.831
61.943,-64.267,-63.357,-1.704,-8.406,7.693,0.292,0.289,10.144,-46.875,1.636,-7.712,-6.928,-4.187,-7.230,-5.752,-3.397
61.953,-73.789,-66.836,5.559,10.361,10.135,0.410,0.438,10.148,41.890,2.475,-8.383,-7.620,-4.824,-7.782,-6.368,-3.975
61.963,-96.128,-69.935,5.386,6.237,11.400,0.501,0.549,10.135,26.332,3.099,-9.100,-8.373,-5.488,-8.344,-7.025,-4.562
61.973,-88.438,-75.283,-3.314,-6.947,11.651,0.460,0.433,10.158,-29.849,2.444,-9.942,-9.194,-6.182,-9.101,-7.743,-5.171
61.984,-64.999,-74.744,-0.677,-2.499,10.775,0.437,0.345,10.217,-13.043,1.937,-10.664,-9.905,-6.924,-9.731,-8.356,-5.833
61.994,-93.687,-74.928,0.608,1.710,7.146,0.432,0.333,10.168,13.419,1.878,-11.285,-10.531,-7.626,-10.236,-8.883,-6.455
62.004,-88.315,-78.140,-3.580,4.814,11.034,0.396,0.394,10.110,22.551,2.232,-12.065,-11.337,-8.357,-10.864,-9.584,-7.098
62.014,-85.630,-74.705,3.720,5.087,11.558,0.422,0.524,10.139,22.744,2.960,-12.606,-11.904,-9.072,-11.243,-10.034,-7.712
62.024,-69.394,-72.520,4.776,-7.364,9.841,0.507,0.370,10.144,-33.965,2.090,-13.223,-12.472,-9.762,-11.798,-10.480,-8.295
62.035,-53.280,-68.134,-3.924,-7.709,10.940,0.562,0.252,10.164,-33.571,1.420,-13.769,-12.983,-10.421,-12.268,-10.878,-8.855
62.045,-76.230,-67.184,-0.734,1.825,9.762,0.497,0.195,10.148,10.567,1.102,-14.224,-13.433,-11.032,-12.613,-11.222,-9.372
62.055,-36.922,-59.808,1.471,5.748,8.663,0.500,0.254,10.127,33.209,1.440,-14.500,-13.758,-11.608,-12.701,-11.436,-9.847
62.065,-62.192,-55.638,-0.044,2.658,13.448,0.511,0.330,10.170,11.189,1.858,-14.761,-14.041,-12.107,-12.806,-11.602,-10.236
62.077,-38.509,-51.280,-0.605,6.919,11.393,0.489,0.624,10.252,31.252,3.485,-15.052,-14.414,-12.630,-12.811,-11.810,-10.603
62.089,-20.564,-41.031,1.248,7.968,10.746,0.541,0.959,10.302,36.391,5.315,-15.066,-14.512,-13.041,-12.522,-11.724,-10.835
62.100,-32.283,-36.364,3.152,5.999,9.316,0.653,1.195,10.226,31.399,6.659,-15.140,-14.653,-13.343,-12.300,-11.666,-10.940
62.112,-14.827,-31.755,3.475,2.421,8.160,0.718,1.238,10.202,15.280,6.906,-15.212,-14.760,-13.590,-12.119,-11.569,-10.984
62.124,-32.039,-29.134,1.593,-0.653,6.952,0.700,1.162,10.146,-5.236,6.524,-15.346,-14.865,-13.788,-12.094,-11.475,-10.982
62.136,-26.180,-31.434,-0.397,-2.241,6.651,0.676,1.022,10.060,-18.601,5.790,-15.690,-15.133,-13.993,-12.348,-11.552,-10.997
62.146,9.953,-21.839,-7.036,1.078,11.436,0.634,0.944,10.046,4.593,5.365,-15.544,-14.952,-14.148,-12.113,-11.238,-11.016
62.156,-36.434,-18.746,-0.519,2.874,11.278,0.525,0.946,10.069,14.291,5.364,-15.459,-14.857,-14.226,-11.908,-11.012,-10.958
62.166,21.428,-10.552,3.863,-6.157,9.553,0.585,0.778,10.097,-30.872,4.402,-15.306,-14.647,-14.269,-11.702,-10.677,-10.870
62.177,1.408,-6.733,4.330,-1.113,10.796,0.624,0.613,10.072,-5.469,3.478,-15.185,-14.470,-14.249,-11.544,-10.393,-10.736
62.187,23.015,-1.490,2.304,7.595,10.157,0.632,0.706,10.097,36.117,3.995,-14.963,-14.278,-14.196,-11.170,-10.098,-10.571
62.197,-3.596,-0.257,-8.566,1.789,11.263,0.672,0.767,10.102,7.210,4.339,-14.799,-14.129,-14.095,-10.872,-9.840,-10.352
62.207,22.283,4.725,-8.228,-1.170,12.068,0.524,0.783,10.171,-4.584,4.399,-14.519,-13.850,-13.965,-10.479,-9.455,-10.106
62.218,7.512,7.926,9.920,-4.892,6.478,0.678,0.620,10.129,-22.447,3.499,-14.269,-13.551,-13.791,-10.193,-9.061,-9.825
62.228,28.264,9.671,8.174,-4.051,8.641,0.766,0.472,10.106,-18.819,2.669,-14.123,-13.330,-13.611,-10.061,-8.759,-9.552
62.238,19.841,13.542,4.510,6.926,12.600,0.893,0.522,10.161,27.378,2.934,-13.754,-12.967,-13.395,-9.602,-8.323,-9.252
62.248,0.920,13.238,-4.255,4.002,11.572,0.758,0.574,10.207,17.992,3.215,-13.520,-12.715,-13.156,-9.304,-7.994,-8.922
62.258,52.801,13.451,-10.233,-7.428,11.005,0.676,0.637,10.269,-26.318,3.544,-13.369,-12.588,-12.942,-9.030,-7.784,-8.613
62.269,26.799,16.907,-3.026,-4.317,8.361,0.483,0.460,10.249,-25.912,2.571,-13.041,-12.199,-12.690,-8.712,-7.329,-8.284
62.279,-8.235,14.723,6.012,5.202,6.960,0.556,0.506,10.189,29.509,2.844,-12.800,-11.979,-12.435,-8.372,-7.052,-7.959
62.289,10.930,10.683,-1.841,1.803,10.983,0.550,0.563,10.155,9.205,3.172,-12.729,-11.947,-12.226,-8.178,-6.955,-7.675
62.299,11.174,10.985,4.021,-4.576,11.091,0.632,0.442,10.183,-21.211,2.484,-12.560,-11.743,-12.027,-7.988,-6.692,-7.406
62.309,3.117,7.748,9.662,-5.409,8.195,0.689,0.335,10.190,-23.133,1.883,-12.529,-11.673,-11.851,-7.952,-6.571,-7.170
62.320,4.338,5.527,-2.610,5.705,12.147,0.638,0.426,10.232,24.676,2.384,-12.438,-11.606,-11.708,-7.772,-6.461,-6.976
62.330,-3.474,5.728,-5.318,9.362,14.684,0.631,0.485,10.291,30.957,2.699,-12.281,-11.438,-11.564,-7.576,-6.246,-6.777
62.340,-0.422,3.823,-2.042,-0.330,10.890,0.529,0.543,10.337,-1.707,3.006,-12.250,-11.394,-11.432,-7.498,-6.147,-6.581
62.350,-1.155,1.515,-2.531,-9.289,7.060,0.464,0.362,10.265,-51.108,2.018,-12.294,-11.354,-11.322,-7.600,-6.060,-6.417
62.360,4.582,1.876,-0.267,3.880,8.871,0.383,0.209,10.215,23.627,1.174,-12.195,-11.217,-11.230,-7.510,-5.894,-6.289
62.370,-10.554,0.114,6.105,2.608,10.523,0.499,0.210,10.182,12.107,1.186,-12.134,-11.165,-11.141,-7.391,-5.810,-6.161
62.381,-9.822,-2.393,3.921,-8.952,10.610,0.620,0.047,10.166,-38.378,0.264,-12.183,-11.179,-11.081,-7.449,-5.796,-6.066
62.391,-25.203,-8.278,-0.519,5.461,10.042,0.596,0.117,10.136,28.519,0.663,-12.252,-11.296,-11.064,-7.422,-5.895,-6.026
62.403,-28.499,-15.710,2.232,7.551,10.214,0.531,0.379,10.074,35.856,2.154,-12.412,-11.557,-11.106,-7.388,-6.111,-6.021
62.414,-16.536,-15.820,3.138,6.905,9.697,0.496,0.569,10.034,34.133,3.247,-12.430,-11.639,-11.176,-7.250,-6.134,-6.027
62.426,-19.344,-15.010,2.117,5.338,9.826,0.542,0.755,10.000,27.987,4.318,-12.384,-11.663,-11.228,-7.029,-6.086,-6.003
62.437,-15.193,-12.385,-4.312,2.565,12.025,0.456,0.780,9.980,11.360,4.467,-12.309,-11.591,-11.247,-6.868,-5.936,-5.941
62.449,-18.123,-14.627,-4.291,1.214,12.686,0.319,0.706,10.002,5.185,4.038,-12.472,-11.717,-11.282,-7.004,-5.989,-5.900
62.460,-2.009,-12.224,-2.322,0.022,12.657,0.286,0.612,9.997,0.098,3.504,-12.512,-11.721,-11.323,-7.019,-5.927,-5.871
62.472,-17.390,-14.212,0.774,-0.559,11.098,0.306,0.520,9.982,-2.882,2.985,-12.645,-11.827,-11.360,-7.124,-5.975,-5.847
62.484,-17.512,-14.646,4.345,0.129,9.891,0.440,0.454,9.866,0.688,2.636,-12.686,-11.857,-11.408,-7.120,-5.954,-5.840
62.495,-4.573,-11.532,6.198,1.782,8.749,0.661,0.456,9.776,9.442,2.670,-12.582,-11.773,-11.437,-6.933,-5.823,-5.818
62.507,-23.250,-14.170,4.539,5.202,8.081,0.775,0.586,9.625,29.320,3.479,-12.616,-11.870,-11.467,-6.821,-5.869,-5.792
62.517,-25.325,-15.607,-8.401,0.201,9.151,0.772,0.579,9.566,0.930,3.456,-12.728,-11.980,-11.523,-6.886,-5.932,-5.800
62.527,-5.427,-14.149,5.516,-2.923,7.664,0.801,0.511,9.499,-17.213,3.073,-12.745,-11.965,-11.578,-6.905,-5.878,-5.814
62.538,-27.156,-15.607,3.856,7.264,12.298,0.827,0.452,9.460,29.421,2.732,-12.888,-12.060,-11.639,-7.073,-5.942,-5.841
62.550,-23.128,-16.912,3.784,4.864,13.153,0.912,0.605,9.542,19.576,3.613,-12.990,-12.170,-11.709,-7.102,-5.996,-5.852
62.562,-21.907,-16.407,6.435,-1.486,10.351,1.009,0.572,9.570,-6.958,3.405,-13.063,-12.207,-11.771,-7.159,-5.973,-5.852
62.574,-39.852,-22.517,9.654,-3.383,8.131,1.129,0.402,9.456,-15.013,2.418,-13.406,-12.493,-11.883,-7.523,-6.211,-5.913
62.584,-49.252,-27.982,-6.353,1.926,9.690,0.973,0.361,9.433,9.442,2.181,-13.734,-12.811,-12.047,-7.824,-6.500,-6.048
62.596,-45.345,-35.108,-6.339,0.000,11.896,0.731,0.318,9.439,0.001,1.926,-14.239,-13.299,-12.312,-8.296,-6.941,-6.269
62.608,-38.387,-40.235,-4.514,-3.951,12.327,0.579,0.205,9.452,-16.759,1.244,-14.717,-13.767,-12.650,-8.731,-7.363,-6.566
62.620,-41.683,-44.645,-0.957,-6.609,8.749,0.472,-0.022,9.389,-36.924,-0.136,-15.296,-14.289,-13.055,-9.342,-7.851,-6.942
62.630,-57.187,-46.740,0.867,9.240,7.973,0.457,-0.076,9.336,49.068,-0.469,-15.763,-14.736,-13.440,-9.810,-8.284,-7.318
62.642,-53.036,-46.103,-1.618,9.175,9.410,0.399,0.302,9.292,43.882,1.863,-16.054,-15.149,-13.871,-9.869,-8.643,-7.701
62.655,-36.800,-43.861,-2.631,6.172,9.453,0.297,0.535,9.261,32.186,3.310,-16.325,-15.493,-14.271,-9.954,-8.909,-8.029
62.667,-16.292,-38.366,-3.098,2.644,8.519,0.275,0.502,9.240,16.271,3.115,-16.531,-15.698,-14.622,-10.075,-9.033,-8.304
62.679,-20.320,-35.401,-1.949,-3.053,6.090,0.209,0.359,9.109,-25.534,2.261,-16.866,-15.952,-14.929,-10.438,-9.210,-8.538
62.689,-30.086,-33.237,4.208,0.639,9.733,0.278,0.353,9.102,3.455,2.221,-17.022,-16.078,-15.162,-10.579,-9.289,-8.724
62.701,-12.752,-25.946,2.893,5.065,12.205,0.376,0.433,9.188,22.003,2.697,-17.016,-16.055,-15.351,-10.515,-9.197,-8.844
62.712,-25.325,-27.073,3.475,3.010,12.758,0.495,0.500,9.274,12.834,3.085,-17.244,-16.272,-15.505,-10.672,-9.333,-8.917
62.724,-14.094,-23.307,6.816,-2.744,8.397,0.711,0.363,9.215,-14.244,2.252,-17.349,-16.286,-15.636,-10.817,-9.274,-8.974
62.736,-16.902,-21.720,5.846,-3.865,5.300,0.734,0.225,9.062,-26.107,1.423,-17.467,-16.334,-15.748,-10.960,-9.263,-9.025
62.748,-26.424,-23.058,3.224,-0.157,6.234,0.889,0.142,8.919,-1.287,0.908,-17.650,-16.477,-15.862,-11.130,-9.357,-9.088
