R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,5,50,5,50,175,0,0,0.995
sysTime,GRawX,GPT1X,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,aRawR,aPT1R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
75.021,-36.068,-16.813,-0.626,5.647,11.292,-0.591,0.448,10.921,26.549,2.351,-0.096,-0.036,0.508,0.081,0.238,0.888
75.033,-30.330,-19.428,-0.059,5.619,13.232,-0.598,0.511,10.866,23.019,2.692,-0.374,-0.311,0.320,-0.201,-0.027,0.703
75.045,-7.014,-14.496,-1.553,4.922,13.419,-0.624,0.562,10.850,20.029,2.963,-0.402,-0.324,0.156,-0.243,-0.027,0.547
75.055,-11.897,-14.356,-0.849,-1.127,10.186,-0.620,0.580,10.833,-6.298,3.065,-0.541,-0.456,0.039,-0.384,-0.146,0.441
75.065,6.413,-13.629,1.492,-2.507,6.636,-0.584,0.492,10.738,-20.241,2.620,-0.713,-0.571,-0.080,-0.642,-0.251,0.327
75.075,-19.222,-10.644,-1.841,2.306,11.407,-0.538,0.397,10.622,11.295,2.140,-0.728,-0.536,-0.167,-0.732,-0.215,0.240
75.085,-15.071,-10.832,-3.163,-0.179,12.722,-0.569,0.380,10.613,-0.783,2.053,-0.836,-0.632,-0.248,-0.854,-0.307,0.161
75.097,-23.860,-14.152,-3.170,-2.622,12.119,-0.648,0.288,10.621,-11.828,1.555,-1.062,-0.843,-0.362,-1.098,-0.512,0.049
75.108,-33.016,-19.517,-1.841,-5.625,11.529,-0.682,0.137,10.608,-25.737,0.741,-1.383,-1.136,-0.528,-1.461,-0.806,-0.120
75.121,-7.258,-20.441,-0.461,-6.832,10.401,-0.714,-0.171,10.546,-33.290,-0.927,-1.726,-1.387,-0.757,-1.954,-1.070,-0.369
75.131,-2.619,-19.633,-3.263,-6.789,8.476,-0.685,-0.270,10.508,-36.796,-1.473,-1.946,-1.565,-0.953,-2.254,-1.266,-0.587
75.141,3.239,-15.633,-3.508,6.840,11.795,-0.746,-0.147,10.504,29.082,-0.804,-1.951,-1.599,-1.121,-2.230,-1.322,-0.779
75.151,-24.715,-15.039,0.551,7.257,12.794,-0.802,-0.061,10.492,29.555,-0.337,-2.027,-1.679,-1.252,-2.308,-1.414,-0.924
75.161,-27.278,-16.938,3.396,-5.366,6.708,-0.704,-0.143,10.391,-35.533,-0.792,-2.283,-1.882,-1.395,-2.646,-1.621,-1.073
75.171,-10.310,-18.118,1.916,-5.079,7.958,-0.609,-0.189,10.294,-31.834,-1.055,-2.496,-2.048,-1.551,-2.934,-1.798,-1.242
75.181,-23.372,-20.066,-5.340,3.183,13.282,-0.680,-0.140,10.328,12.542,-0.779,-2.740,-2.294,-1.730,-3.182,-2.055,-1.435
75.191,-8.235,-18.590,-4.779,0.661,12.427,-0.788,-0.102,10.379,2.845,-0.564,-2.957,-2.511,-1.918,-3.393,-2.275,-1.629
75.202,-2.131,-15.218,2.584,-1.558,7.613,-0.725,-0.126,10.304,-10.976,-0.701,-2.968,-2.516,-2.064,-3.411,-2.284,-1.780
75.212,-21.297,-14.080,2.699,3.478,8.734,-0.625,-0.084,10.230,20.838,-0.473,-2.995,-2.571,-2.183,-3.394,-2.343,-1.905
75.222,-31.917,-14.922,-1.266,-0.193,11.996,-0.563,-0.046,10.192,-0.919,-0.258,-3.086,-2.675,-2.295,-3.457,-2.445,-2.014
75.232,-15.926,-14.902,-3.278,-6.078,9.194,-0.621,-0.161,10.168,-31.924,-0.911,-3.186,-2.747,-2.413,-3.594,-2.517,-2.134
75.242,-29.110,-18.441,-3.960,1.696,8.059,-0.691,-0.135,10.122,10.701,-0.762,-3.408,-2.986,-2.562,-3.791,-2.763,-2.290
75.252,-50.350,-23.061,-1.173,7.839,10.279,-0.767,-0.088,10.073,37.169,-0.503,-3.703,-3.297,-2.744,-4.059,-3.074,-2.476
75.262,-16.414,-24.406,7.326,-5.309,11.026,-0.613,-0.163,10.089,-21.863,-0.926,-4.057,-3.640,-2.970,-4.413,-3.407,-2.694
75.273,-19.954,-23.999,1.744,-7.838,8.921,-0.476,-0.245,10.099,-40.790,-1.390,-4.320,-3.865,-3.193,-4.725,-3.627,-2.916
75.283,-27.767,-24.771,-11.627,7.120,10.861,-0.695,-0.145,10.113,24.122,-0.821,-4.537,-4.091,-3.414,-4.921,-3.854,-3.140
75.293,-35.824,-26.175,-5.484,5.180,11.371,-0.858,-0.048,10.144,22.322,-0.273,-4.758,-4.335,-3.640,-5.089,-4.085,-3.357
75.303,-32.894,-28.621,4.273,-5.201,7.441,-0.822,-0.089,10.116,-31.238,-0.504,-5.103,-4.659,-3.883,-5.440,-4.389,-3.584
75.313,-51.083,-32.315,5.501,-2.442,6.902,-0.678,-0.150,10.047,-15.474,-0.859,-5.508,-5.009,-4.155,-5.909,-4.725,-3.846
75.324,-48.031,-37.021,-1.474,2.414,13.807,-0.631,-0.113,10.087,9.869,-0.644,-6.001,-5.510,-4.477,-6.363,-5.208,-4.156
75.334,-47.909,-39.700,-5.290,-3.333,12.499,-0.726,-0.169,10.128,-13.805,-0.959,-6.447,-5.939,-4.831,-6.803,-5.612,-4.492
75.344,-45.834,-44.000,0.572,-0.157,8.878,-0.774,-0.210,10.182,-1.015,-1.183,-6.941,-6.433,-5.218,-7.266,-6.084,-4.865
75.354,-75.131,-49.926,-0.289,5.669,9.252,-0.776,-0.121,10.152,31.502,-0.684,-7.499,-7.045,-5.651,-7.708,-6.667,-5.277
75.364,-92.832,-58.223,-6.777,-2.507,9.525,-0.803,-0.010,10.118,-12.110,-0.061,-8.239,-7.826,-6.150,-8.336,-7.401,-5.739
75.374,-80.747,-65.859,2.527,-7.392,9.654,-0.739,-0.182,10.103,-36.549,-1.031,-9.173,-8.709,-6.749,-9.297,-8.236,-6.305
75.385,-74.033,-70.076,6.867,-4.332,10.581,-0.716,-0.352,10.076,-18.963,-1.996,-10.030,-9.510,-7.401,-10.186,-8.996,-6.930
75.395,-99.302,-74.806,0.127,9.973,11.105,-0.661,-0.166,10.084,41.943,-0.946,-10.765,-10.296,-8.072,-10.794,-9.737,-7.571
75.405,-113.463,-81.700,-2.919,8.859,12.701,-0.678,0.096,10.146,34.226,0.543,-11.624,-11.213,-8.787,-11.490,-10.582,-8.231
75.415,-95.640,-84.736,-10.204,-10.511,7.793,-0.864,-0.111,10.095,-39.324,-0.629,-12.577,-12.114,-9.577,-12.431,-11.399,-8.954
75.425,-102.476,-91.454,-1.755,-8.183,8.641,-1.015,-0.236,10.076,-42.884,-1.339,-13.717,-13.204,-10.417,-13.564,-12.411,-9.736
75.435,-101.499,-92.227,9.460,-3.642,10.214,-0.811,-0.398,10.079,-14.667,-2.257,-14.585,-14.022,-11.276,-14.425,-13.157,-10.542
75.446,-83.799,-90.692,5.832,3.111,9.690,-0.621,-0.350,10.077,15.389,-1.989,-15.361,-14.825,-12.137,-15.076,-13.885,-11.346
75.456,-78.672,-88.025,-0.957,5.511,11.177,-0.593,-0.259,10.116,26.176,-1.467,-16.028,-15.532,-12.977,-15.596,-14.508,-12.118
75.466,-91.489,-85.500,-8.444,3.377,11.860,-0.530,-0.231,10.138,13.066,-1.304,-16.690,-16.192,-13.764,-16.158,-15.075,-12.826
75.477,-53.402,-80.776,-3.450,2.536,9.704,-0.612,-0.190,10.142,13.842,-1.074,-17.322,-16.846,-14.526,-16.651,-15.626,-13.501
75.487,-72.324,-77.699,5.595,-1.213,9.230,-0.661,-0.125,10.164,-6.419,-0.708,-17.887,-17.441,-15.223,-17.057,-16.110,-14.100
75.497,-48.763,-73.022,-4.593,-10.741,10.674,-0.685,-0.367,10.197,-42.768,-2.061,-18.447,-17.947,-15.884,-17.584,-16.509,-14.665
75.507,-43.636,-66.180,0.113,-2.593,11.271,-0.658,-0.504,10.241,-12.963,-2.818,-18.824,-18.299,-16.499,-17.899,-16.769,-15.197
75.517,-16.414,-56.608,2.556,-4.231,9.870,-0.642,-0.611,10.290,-22.551,-3.394,-19.076,-18.520,-17.023,-18.097,-16.898,-15.635
75.528,-2.986,-44.584,-5.915,-5.108,7.815,-0.700,-0.703,10.252,-27.541,-3.920,-19.103,-18.504,-17.430,-18.096,-16.799,-15.962
75.538,8.732,-33.166,1.348,2.795,11.084,-0.788,-0.862,10.233,14.062,-4.803,-19.014,-18.382,-17.724,-17.977,-16.608,-16.186
75.548,5.314,-24.422,3.526,3.061,7.786,-0.789,-0.919,10.170,19.714,-5.152,-18.895,-18.262,-17.920,-17.782,-16.424,-16.312
75.558,9.099,-15.659,-1.755,4.024,10.595,-0.763,-0.821,10.152,20.550,-4.616,-18.649,-18.066,-18.019,-17.390,-16.162,-16.339
75.568,12.639,-8.288,-3.960,1.947,12.557,-0.799,-0.754,10.139,8.418,-4.246,-18.415,-17.843,-18.034,-17.067,-15.870,-16.278
75.578,6.657,-3.009,6.464,-3.857,8.785,-0.650,-0.834,10.122,-19.488,-4.705,-18.246,-17.650,-17.988,-16.858,-15.612,-16.155
75.589,13.371,1.779,5.142,-8.779,8.979,-0.582,-0.908,10.082,-40.334,-5.143,-18.015,-17.398,-17.890,-16.590,-15.301,-15.987
75.599,21.916,5.368,2.469,-2.823,8.303,-0.481,-1.041,10.030,-18.059,-5.924,-17.820,-17.157,-17.761,-16.409,-15.017,-15.803
75.609,-13.240,5.031,2.742,8.521,11.781,-0.433,-0.894,10.030,35.182,-5.092,-17.618,-17.009,-17.609,-16.080,-14.826,-15.597
75.621,-13.850,3.422,1.837,2.996,8.519,-0.331,-0.766,9.968,18.984,-4.399,-17.448,-16.886,-17.425,-15.756,-14.630,-15.323
75.633,7.878,2.472,1.751,1.703,7.527,-0.293,-0.641,9.852,12.434,-3.722,-17.261,-16.781,-17.262,-15.371,-14.449,-15.071
75.645,-1.521,0.824,9.978,4.016,9.589,-0.006,-0.476,9.829,16.193,-2.776,-17.059,-16.627,-17.097,-15.013,-14.215,-14.812
75.656,-7.502,-2.453,10.179,1.545,9.640,0.391,-0.369,9.814,6.292,-2.156,-17.019,-16.607,-16.965,-14.852,-14.105,-14.579
75.668,-8.723,-6.582,4.819,-3.893,5.731,0.497,-0.430,9.716,-27.487,-2.532,-17.078,-16.649,-16.875,-14.843,-14.058,-14.391
75.680,-5.915,-9.286,0.867,-3.254,8.440,0.362,-0.573,9.720,-20.995,-3.377,-17.173,-16.674,-16.833,-14.961,-14.009,-14.265
75.692,-15.803,-11.141,4.754,-0.876,12.248,0.344,-0.625,9.823,-3.816,-3.640,-17.222,-16.716,-16.818,-14.942,-13.982,-14.172
75.702,-7.991,-12.141,3.878,-2.514,8.519,0.364,-0.662,9.834,-15.043,-3.854,-17.292,-16.778,-16.836,-14.973,-13.996,-14.137
75.712,-18.855,-13.418,0.062,3.276,11.716,0.423,-0.703,9.860,15.632,-4.076,-17.353,-16.834,-16.863,-14.995,-14.011,-14.118
75.722,-28.377,-17.977,-15.104,-1.264,11.105,0.082,-0.693,9.922,-3.859,-3.999,-17.570,-17.063,-16.925,-15.144,-14.195,-14.129
75.733,-14.583,-18.347,-5.448,-0.545,10.933,-0.202,-0.711,10.027,-2.558,-4.059,-17.649,-17.148,-17.006,-15.166,-14.235,-14.162
75.743,-26.546,-19.379,2.182,-4.483,8.167,-0.253,-0.795,10.034,-27.951,-4.531,-17.780,-17.249,-17.091,-15.294,-14.293,-14.199
75.753,-31.185,-23.947,5.997,-0.660,8.195,-0.141,-0.824,10.019,-3.723,-4.705,-18.076,-17.509,-17.212,-15.599,-14.515,-14.281
75.763,-35.213,-24.585,-1.288,0.445,10.940,-0.111,-0.880,9.955,2.319,-5.058,-18.244,-17.662,-17.358,-15.745,-14.632,-14.388
75.773,-24.837,-22.634,-4.607,-2.485,11.213,-0.194,-0.922,9.976,-11.592,-5.283,-18.321,-17.736,-17.495,-15.785,-14.670,-14.485
75.784,-11.775,-21.145,8.526,-1.113,11.299,-0.277,-0.951,9.998,-4.498,-5.436,-18.437,-17.852,-17.624,-15.859,-14.752,-14.578
75.794,-22.151,-21.483,9.439,-2.679,8.224,-0.023,-1.003,9.967,-12.086,-5.752,-18.557,-17.970,-17.740,-15.944,-14.838,-14.659
75.804,-17.512,-22.139,-4.650,3.564,10.667,-0.114,-0.945,9.987,17.037,-5.412,-18.681,-18.127,-17.869,-15.987,-14.966,-14.756
75.814,-18.367,-21.007,-9.766,-0.229,13.893,-0.127,-0.906,10.015,-0.774,-5.171,-18.746,-18.208,-17.983,-15.988,-15.009,-14.829
75.825,-6.526,-19.207,-6.640,-4.576,10.588,-0.350,-0.978,10.058,-20.120,-5.553,-18.784,-18.243,-18.083,-15.988,-15.009,-14.890
75.835,-9.456,-17.244,3.720,1.839,6.629,-0.331,-0.955,9.969,13.611,-5.476,-18.740,-18.224,-18.159,-15.877,-14.960,-14.933
75.845,-23.982,-16.130,-1.661,1.875,9.496,-0.321,-0.909,9.940,11.015,-5.226,-18.701,-18.219,-18.216,-15.752,-14.922,-14.952
75.855,4.582,-12.266,-10.750,-5.675,9.273,-0.544,-0.971,9.935,-21.800,-5.581,-18.624,-18.141,-18.255,-15.640,-14.811,-14.952
75.866,-3.474,-8.473,6.213,-4.051,8.720,-0.444,-1.048,9.899,-20.738,-6.045,-18.457,-17.967,-18.247,-15.459,-14.613,-14.914
75.876,10.686,-4.638,9.956,-0.172,9.201,-0.411,-1.131,9.905,-0.727,-6.513,-18.317,-17.805,-18.213,-15.330,-14.435,-14.856
75.886,-4.695,-3.202,1.004,4.929,11.788,-0.342,-1.020,9.955,22.630,-5.850,-18.137,-17.679,-18.147,-15.054,-14.292,-14.765
75.896,-13.240,-3.518,0.041,-2.176,12.600,-0.343,-1.045,10.001,-9.805,-5.967,-18.096,-17.637,-18.075,-14.990,-14.227,-14.662
75.907,11.540,-2.892,-3.730,-11.301,9.941,-0.291,-1.075,10.054,-46.807,-6.108,-18.012,-17.578,-18.008,-14.846,-14.145,-14.563
75.917,2.751,-2.375,-1.941,2.242,10.020,-0.373,-1.052,10.034,12.395,-5.984,-17.827,-17.424,-17.927,-14.608,-13.981,-14.464
75.927,1.774,-1.240,-3.644,6.890,11.271,-0.416,-1.033,10.044,30.202,-5.870,-17.668,-17.271,-17.838,-14.428,-13.817,-14.356
75.937,10.197,0.658,-6.525,2.127,8.842,-0.504,-0.920,10.063,10.960,-5.223,-17.489,-17.140,-17.738,-14.163,-13.667,-14.227
75.947,0.065,2.265,3.834,-8.837,8.706,-0.449,-1.101,10.001,-42.911,-6.279,-17.385,-16.990,-17.617,-14.110,-13.499,-14.080
75.958,17.278,4.192,2.778,-11.416,7.333,-0.439,-1.234,9.965,-55.541,-7.057,-17.257,-16.803,-17.487,-14.059,-13.308,-13.937
75.968,21.306,6.800,4.977,7.465,12.047,-0.322,-1.105,9.992,29.817,-6.310,-16.978,-16.552,-17.337,-13.744,-13.066,-13.785
75.978,4.948,7.373,0.026,8.672,11.565,-0.315,-0.917,9.990,36.883,-5.248,-16.672,-16.312,-17.154,-13.343,-12.822,-13.588
75.988,14.958,8.347,-5.785,2.400,10.538,-0.247,-0.757,10.011,11.296,-4.326,-16.441,-16.123,-16.969,-13.040,-12.616,-13.376
75.999,21.794,10.975,-6.037,-8.521,10.222,-0.404,-0.914,9.987,-35.686,-5.231,-16.211,-15.858,-16.764,-12.846,-12.337,-13.147
76.010,47.674,18.037,-9.349,-8.240,10.983,-0.641,-1.119,10.010,-29.755,-6.368,-15.783,-15.377,-16.476,-12.488,-11.851,-12.838
76.022,24.358,21.653,-5.692,-3.584,11.745,-0.726,-1.166,10.029,-15.365,-6.620,-15.291,-14.881,-16.112,-12.014,-11.367,-12.471
76.032,59.759,29.509,-2.293,-2.471,10.911,-0.788,-1.198,10.047,-12.502,-6.787,-14.682,-14.279,-15.764,-11.415,-10.787,-12.129
76.042,52.801,36.126,3.820,-1.292,7.793,-0.777,-1.225,10.019,-8.476,-6.953,-14.010,-13.602,-15.334,-10.777,-10.138,-11.711
76.052,68.427,43.360,-5.656,-1.156,7.276,-0.842,-1.226,9.937,-7.155,-7.013,-13.297,-12.887,-14.851,-10.102,-9.458,-11.245
76.063,68.793,49.461,-6.317,2.012,11.314,-0.890,-1.195,9.866,8.831,-6.882,-12.532,-12.137,-14.296,-9.356,-8.751,-10.713
76.075,64.764,57.512,-9.011,3.456,11.508,-1.164,-1.025,9.917,13.311,-5.864,-11.481,-11.146,-13.536,-8.274,-7.809,-9.975
76.085,65.985,59.729,-5.038,-2.895,10.114,-1.272,-0.959,9.919,-14.377,-5.482,-10.766,-10.445,-12.869,-7.579,-7.146,-9.325
76.095,78.559,64.217,11.961,-5.704,6.708,-1.186,-1.033,9.879,-22.596,-5.934,-9.945,-9.600,-12.167,-6.841,-6.350,-8.649
76.105,93.818,69.948,-0.950,0.194,11.493,-1.103,-1.036,9.877,0.966,-5.955,-9.017,-8.689,-11.427,-5.951,-5.501,-7.947
76.115,98.091,78.262,-10.175,3.478,12.859,-1.005,-1.047,9.856,11.980,-6.035,-7.916,-7.574,-10.606,-4.943,-4.457,-7.174
76.125,98.579,84.425,-0.670,-0.092,9.525,-0.994,-1.042,9.831,-0.558,-6.023,-6.860,-6.510,-9.728,-3.974,-3.467,-6.343
76.137,97.602,87.908,-0.957,2.766,12.801,-0.912,-1.022,9.849,12.168,-5.901,-5.761,-5.391,-8.640,-3.010,-2.456,-5.327
76.149,96.260,90.336,1.399,0.733,12.708,-0.783,-0.948,9.966,3.284,-5.419,-4.553,-4.189,-7.502,-1.907,-1.366,-4.267
76.159,109.444,93.000,5.458,-2.607,8.576,-0.715,-0.946,9.953,-14.393,-5.422,-3.545,-3.187,-6.540,-0.986,-0.458,-3.373
76.169,99.067,94.542,-3.005,3.729,10.100,-0.596,-0.931,9.921,19.499,-5.357,-2.505,-2.161,-5.565,-0.032,0.461,-2.478
76.181,118.233,103.402,7.017,5.159,10.430,-0.535,-0.830,9.974,22.324,-4.754,-0.996,-0.704,-4.331,1.408,1.778,-1.348
76.193,133.126,109.717,9.367,7.020,10.883,-0.183,-0.535,10.041,26.067,-3.055,0.544,0.750,-3.009,2.923,3.094,-0.129
76.204,121.895,113.785,-1.726,0.352,13.211,-0.183,-0.573,10.095,1.516,-3.250,1.831,2.043,-1.818,4.084,4.275,0.978
76.214,139.840,117.636,-2.401,-7.622,9.877,-0.141,-0.604,10.141,-36.885,-3.410,3.105,3.316,-0.632,5.234,5.429,2.073
76.224,125.801,118.894,-4.815,0.797,10.135,-0.306,-0.642,10.166,4.069,-3.618,4.325,4.552,0.573,6.289,6.526,3.168
76.234,124.337,120.520,-12.187,0.287,11.975,-0.436,-0.700,10.172,0.965,-3.940,5.583,5.817,1.790,7.387,7.645,4.267
76.244,123.482,116.647,6.852,-2.485,7.096,-0.328,-0.718,10.142,-14.148,-4.050,6.592,6.826,2.975,8.240,8.500,5.325
76.255,92.719,114.300,9.755,5.497,9.539,-0.327,-0.755,10.087,21.954,-4.284,7.686,7.932,4.150,9.146,9.437,6.356
76.265,109.444,109.106,0.903,-5.172,12.377,-0.240,-0.846,10.140,-22.638,-4.770,8.502,8.776,5.248,9.753,10.115,7.311
76.275,79.780,102.408,7.096,-4.978,9.453,-0.120,-0.886,10.132,-22.851,-4.999,9.298,9.585,6.282,10.350,10.746,8.188
76.285,86.005,99.084,-11.325,0.833,13.642,-0.343,-0.913,10.195,2.694,-5.118,10.145,10.439,7.258,10.999,11.415,8.997
76.295,89.668,95.581,-11.541,-6.473,10.581,-0.558,-1.006,10.223,-22.472,-5.618,10.980,11.278,8.214,11.638,12.064,9.781
76.306,87.592,93.600,-1.654,-1.335,7.319,-0.710,-1.113,10.208,-10.099,-6.214,11.791,12.107,9.115,12.218,12.689,10.494
76.316,89.790,91.563,-3.738,4.548,11.062,-0.741,-1.024,10.198,21.292,-5.726,12.597,12.875,9.982,12.871,13.252,11.172
76.326,80.024,89.708,2.814,-1.249,9.367,-0.835,-0.979,10.169,-7.285,-5.488,13.437,13.704,10.843,13.523,13.879,11.846
76.336,75.141,87.596,12.399,0.841,9.726,-0.570,-0.938,10.173,3.056,-5.263,14.219,14.469,11.672,14.119,14.437,12.483
76.347,64.398,83.016,-0.785,3.226,11.939,-0.523,-0.871,10.197,15.099,-4.880,14.912,15.122,12.479,14.657,14.884,13.096
76.357,74.286,77.857,-4.787,-2.693,11.486,-0.437,-0.785,10.218,-12.221,-4.393,15.451,15.631,13.208,15.034,15.195,13.638
76.367,62.811,74.469,-1.704,-6.588,7.721,-0.525,-0.907,10.151,-39.819,-5.102,15.944,16.173,13.891,15.252,15.534,14.126
76.377,70.380,69.873,-9.033,-1.975,10.243,-0.552,-0.980,10.126,-8.234,-5.525,16.350,16.606,14.522,15.407,15.754,14.551
76.387,47.552,65.507,-5.376,-1.177,11.608,-0.677,-1.028,10.091,-5.263,-5.810,16.819,17.079,15.120,15.653,16.013,14.941
76.397,76.239,66.162,8.555,-2.650,10.171,-0.515,-1.048,10.114,-11.284,-5.915,17.355,17.608,15.665,15.982,16.326,15.276
76.407,64.398,67.505,2.879,4.218,10.674,-0.385,-1.097,10.127,20.892,-6.183,17.988,18.243,16.229,16.387,16.738,15.621
76.417,66.718,69.910,-4.571,6.265,12.147,-0.361,-0.941,10.177,25.781,-5.286,18.704,18.901,16.809,16.963,17.180,15.992
76.428,78.925,71.261,-0.246,-12.206,8.160,-0.367,-1.135,10.175,-56.254,-6.367,19.235,19.486,17.405,17.201,17.552,16.380
76.438,59.881,68.564,5.782,-6.990,7.542,-0.342,-1.268,10.131,-36.356,-7.137,19.669,19.993,17.979,17.306,17.828,16.730
76.448,61.468,67.047,-3.414,3.370,14.662,-0.388,-1.186,10.210,12.624,-6.624,20.196,20.492,18.526,17.640,18.095,17.048
76.458,72.943,69.141,-6.583,0.122,10.926,-0.494,-1.115,10.232,0.550,-6.217,20.840,21.111,19.075,18.090,18.489,17.379
76.468,48.773,64.572,2.742,-0.833,9.862,-0.579,-1.070,10.274,-4.654,-5.939,21.229,21.483,19.606,18.278,18.639,17.691
76.478,81.366,67.213,1.047,0.984,7.111,-0.509,-1.029,10.241,7.805,-5.736,21.863,22.094,20.132,18.717,19.027,17.998
76.488,48.773,64.992,0.874,3.621,11.465,-0.464,-0.953,10.207,17.491,-5.332,22.335,22.513,20.660,19.038,19.226,18.310
76.498,50.604,59.664,-0.389,-9.871,9.568,-0.438,-1.098,10.195,-45.893,-6.146,22.510,22.721,21.131,18.950,19.219,18.567
76.508,55.487,55.544,5.925,-4.928,10.969,-0.369,-1.200,10.198,-21.579,-6.712,22.743,22.987,21.555,18.910,19.257,18.764
76.519,62.689,55.786,0.084,1.933,12.140,-0.259,-1.286,10.178,9.052,-7.202,23.127,23.382,21.965,19.043,19.419,18.939
76.529,32.049,51.533,-5.326,7.350,12.485,-0.346,-1.076,10.249,28.451,-5.996,23.446,23.644,22.351,19.213,19.457,19.099
76.539,33.636,47.451,0.580,-1.048,10.782,-0.390,-0.918,10.304,-5.549,-5.091,23.654,23.829,22.697,19.243,19.437,19.237
76.550,48.284,45.392,0.587,-7.335,6.931,-0.356,-1.007,10.252,-46.543,-5.609,23.846,24.083,23.011,19.140,19.484,19.340
76.560,28.508,42.246,-5.764,1.358,10.919,-0.473,-0.979,10.267,6.281,-5.448,24.052,24.290,23.300,19.133,19.479,19.415
76.570,21.062,38.367,-12.388,-0.013,10.588,-0.607,-0.948,10.260,-0.048,-5.276,24.198,24.414,23.548,19.102,19.400,19.454
76.580,20.207,35.562,-0.691,-0.488,10.100,-0.724,-0.926,10.260,-2.761,-5.149,24.350,24.552,23.760,19.072,19.338,19.461
76.592,31.560,33.586,-2.926,0.216,12.507,-0.717,-0.893,10.311,0.963,-4.944,24.452,24.642,23.946,18.930,19.173,19.382
76.602,26.433,31.137,2.060,-5.330,6.600,-0.762,-0.877,10.345,-37.648,-4.836,24.510,24.715,24.105,18.776,19.059,19.348
76.613,22.405,30.245,1.959,-0.121,7.743,-0.667,-0.914,10.242,-0.873,-5.091,24.638,24.875,24.257,18.669,19.028,19.301
76.623,18.987,29.010,-8.968,-0.272,11.903,-0.698,-0.877,10.220,-1.048,-4.895,24.736,24.949,24.385,18.611,18.916,19.237
76.633,20.207,27.593,-5.864,-2.111,10.250,-0.855,-0.884,10.249,-10.144,-4.917,24.792,24.998,24.499,18.493,18.784,19.161
76.643,17.033,24.668,12.816,-2.772,8.425,-0.594,-0.918,10.206,-10.253,-5.136,24.785,24.990,24.589,18.303,18.596,19.063
76.654,8.855,20.856,4.661,-3.053,7.376,-0.433,-0.933,10.145,-19.294,-5.255,24.668,24.891,24.643,17.983,18.319,18.929
76.664,7.634,19.681,-1.302,4.182,12.909,-0.336,-0.958,10.122,17.874,-5.407,24.646,24.895,24.669,17.746,18.143,18.766
76.674,25.212,19.442,-1.992,-0.617,13.304,-0.348,-0.912,10.203,-2.629,-5.107,24.587,24.841,24.677,17.512,17.922,18.595
76.684,14.104,17.167,7.276,-1.343,9.065,-0.226,-0.902,10.202,-6.594,-5.058,24.510,24.754,24.678,17.282,17.669,18.420
76.694,10.686,15.644,1.974,-1.580,9.826,-0.209,-0.897,10.188,-8.964,-5.038,24.462,24.699,24.669,17.081,17.453,18.239
76.705,12.028,14.164,-10.556,2.364,11.960,-0.120,-0.876,10.225,8.434,-4.899,24.412,24.638,24.640,16.884,17.233,18.039
76.715,5.070,12.272,-8.508,5.094,13.929,-0.375,-0.712,10.307,17.342,-3.955,24.332,24.523,24.598,16.703,16.970,17.838
76.725,-18.245,6.484,-0.188,-5.927,6.701,-0.395,-0.781,10.225,-41.501,-4.367,24.031,24.283,24.524,16.180,16.593,17.615
76.735,-9.700,1.216,5.142,-3.678,7.046,-0.406,-0.803,10.199,-22.874,-4.503,23.714,23.993,24.386,15.686,16.165,17.324
76.746,1.286,1.292,-2.114,-1.759,8.397,-0.362,-0.850,10.159,-11.494,-4.783,23.503,23.802,24.216,15.311,15.837,17.004
76.756,-19.466,-1.306,-6.827,2.012,11.220,-0.480,-0.777,10.148,8.714,-4.378,23.277,23.548,24.039,14.991,15.451,16.681
76.766,-16.170,-4.222,3.590,0.007,11.422,-0.603,-0.709,10.159,0.036,-3.988,22.944,23.199,23.830,14.560,14.982,16.337
76.776,-12.263,-7.177,9.626,-5.237,8.526,-0.386,-0.753,10.161,-22.171,-4.239,22.601,22.866,23.597,14.090,14.536,15.973
76.787,-22.518,-13.346,4.431,1.423,10.452,-0.272,-0.705,10.148,7.148,-3.977,22.117,22.365,23.309,13.515,13.922,15.556
76.797,-40.462,-17.836,-5.864,3.341,14.633,-0.126,-0.678,10.136,11.972,-3.832,21.636,21.903,22.980,12.906,13.356,15.106
76.807,-9.456,-17.957,-7.036,0.683,11.572,-0.273,-0.618,10.201,2.888,-3.468,21.292,21.543,22.630,12.490,12.905,14.644
76.817,-22.395,-18.519,3.094,-1.594,8.346,-0.388,-0.554,10.245,-10.160,-3.099,20.961,21.200,22.286,12.092,12.479,14.200
76.828,-17.635,-20.695,1.758,-5.409,7.657,-0.355,-0.545,10.234,-34.568,-3.050,20.496,20.746,21.921,11.533,11.950,13.742
76.838,-34.359,-23.678,-6.310,2.702,9.855,-0.448,-0.486,10.246,13.007,-2.719,20.052,20.304,21.541,11.013,11.433,13.268
76.848,-44.613,-27.601,-4.830,3.988,12.435,-0.583,-0.444,10.210,16.652,-2.487,19.527,19.773,21.126,10.432,10.838,12.770
